sub,investment,multiplier,returned,soe,fair,soc1,soc2
179,3,6,7,1,4,4,4
179,8,4,10,18,17,17,17
179,9,2,4,17,9,9,9
179,5,2,2,7,3,3,3
179,4,4,5,6,5,5,5
179,3,6,7,1,4,4,4
179,10,6,30,20,30,30,30
179,5,4,6,8,7,7,7
179,10,4,20,20,20,20,20
179,6,4,10,10,10,10,10
179,9,4,14,18,18,18,18
179,9,4,14,18,18,18,18
180,1,2,0,0,0,0,0
180,5,4,8,8,8,8,9
180,0,6,0,0,0,0,0
180,3,4,2,3,3,3,2
180,9,4,14,18,18,18,17
180,6,4,10,10,10,10,9
180,5,4,6,8,8,8,9
180,10,6,18,20,30,30,24
180,2,2,0,0,0,0,0
180,5,2,2,8,2,2,1
180,5,2,2,8,2,2,1
180,5,4,6,8,8,8,9
180,5,4,6,8,8,8,9
180,5,2,2,8,2,2,1
180,4,6,7,5,9,9,6
180,10,2,12,20,10,10,10
180,4,4,5,5,5,5,4
180,4,6,5,5,9,9,6
180,3,4,5,3,3,3,2
180,6,2,5,10,4,4,3
180,9,2,9,18,9,9,8
180,2,4,0,0,0,0,0
180,2,4,0,0,0,0,0
180,4,4,5,5,5,5,4
180,3,2,0,3,0,0,0
180,9,4,18,18,18,18,17
180,6,6,11,10,16,16,12
180,6,6,14,10,16,16,12
180,3,4,5,3,3,3,2
180,9,4,11,18,18,18,17
180,4,6,5,5,9,9,6
180,6,4,7,10,10,10,9
180,10,4,20,20,20,20,20
180,8,4,13,15,15,15,14
180,6,2,0,10,4,4,3
180,8,4,13,15,15,15,14
180,5,4,8,8,8,8,9
180,5,4,8,8,8,8,9
180,5,4,6,8,8,8,9
180,10,6,18,20,30,30,24
180,4,4,5,5,5,5,4
180,6,4,7,10,10,10,9
180,10,2,10,20,10,10,10
180,6,2,4,10,4,4,3
180,4,2,2,5,1,1,0
180,5,6,6,8,12,12,10
180,4,4,5,5,5,5,4
180,7,6,13,13,20,20,14
180,5,6,9,8,12,12,10
180,4,2,2,5,1,1,0
180,10,4,20,20,20,20,20
180,0,4,0,0,0,0,0
180,8,2,8,15,7,7,6
180,0,4,0,0,0,0,0
180,8,4,13,15,15,15,14
180,2,2,4,0,0,0,0
180,6,4,7,10,10,10,9
180,5,2,2,8,2,2,1
180,5,6,9,8,12,12,10
180,0,2,0,0,0,0,0
180,2,4,0,0,0,0,0
180,3,6,2,3,5,5,4
180,2,4,3,0,0,0,0
180,5,6,9,8,12,12,10
180,10,4,24,20,20,20,20
180,3,6,2,3,5,5,4
180,9,6,16,18,26,26,20
180,1,6,0,0,0,0,0
180,8,6,14,15,24,24,16
180,7,4,11,13,13,13,12
180,10,6,18,20,30,30,24
180,7,2,6,13,5,5,4
180,10,4,20,20,20,20,20
180,3,4,2,3,3,3,2
180,7,4,11,13,13,13,12
180,3,2,0,3,0,0,0
180,2,6,0,0,2,2,1
180,1,4,0,0,0,0,0
180,1,4,0,0,0,0,0
180,5,4,8,8,8,8,9
181,2,6,4,4,2,2,2
181,10,4,16,20,20,20,20
181,4,6,12,8,9,9,9
181,5,2,2,10,2.5,2.5,2.5
181,10,6,18,20,25,25,25
181,7,6,13,14,17.5,17.5,17.5
181,2,4,1,4,0,0,0
181,2,2,1,4,0,0,0
181,4,6,7,8,9,9,9
181,4,2,1,8,1,1,1
181,0,4,0,0,0,0,0
181,10,4,8,20,20,20,20
181,8,6,14,16,20,20,20
181,5,2,2,10,2.5,2.5,2.5
181,4,4,6,8,5,5,5
181,1,4,0,2,0,0,0
181,1,6,0,2,0,0,0
181,4,4,5,8,5,5,5
181,3,4,1,6,2.5,2.5,2.5
181,10,2,10,20,10,10,10
181,5,4,4,10,7.5,7.5,7.5
181,5,4,4,10,7.5,7.5,7.5
181,9,4,14,18,17.5,17.5,17.5
181,1,2,0,2,0,0,0
181,7,4,6,14,12.5,12.5,12.5
181,7,4,11,14,12.5,12.5,12.5
181,4,2,1,8,1,1,1
181,5,6,12,10,12.5,12.5,12.5
181,3,6,4,6,5.5,5.5,5.5
181,5,2,2,10,2.5,2.5,2.5
181,5,4,8,10,7.5,7.5,7.5
181,6,2,1,12,4,4,4
181,6,2,1,12,4,4,4
181,7,2,4,14,5.5,5.5,5.5
181,3,2,2,6,0,0,0
181,6,4,7,12,10,10,10
181,6,4,7,12,10,10,10
181,5,4,10,10,7.5,7.5,7.5
181,9,2,9,18,8.5,8.5,8.5
181,5,6,12,10,12.5,12.5,12.5
181,6,4,7,12,10,10,10
181,2,4,0,4,0,0,0
181,4,6,7,8,9,9,9
181,9,6,22,18,22.5,22.5,22.5
181,3,6,2,6,5.5,5.5,5.5
181,9,4,14,18,17.5,17.5,17.5
181,2,4,0,4,0,0,0
181,6,2,2,12,4,4,4
181,8,2,8,16,7,7,7
181,2,2,0,4,0,0,0
181,4,4,3,8,5,5,5
181,5,4,8,10,7.5,7.5,7.5
181,5,6,12,10,12.5,12.5,12.5
181,3,4,2,6,2.5,2.5,2.5
181,0,4,0,0,0,0,0
181,8,4,13,16,15,15,15
181,6,4,10,12,10,10,10
181,3,4,2,6,2.5,2.5,2.5
181,5,2,2,10,2.5,2.5,2.5
181,9,4,14,18,17.5,17.5,17.5
181,4,4,6,8,5,5,5
181,10,4,20,20,20,20,20
181,10,2,6,20,10,10,10
181,6,6,11,12,15,15,15
181,2,4,0,4,0,0,0
181,5,4,6,10,7.5,7.5,7.5
181,8,4,13,16,15,15,15
181,0,6,0,0,0,0,0
181,3,4,2,6,2.5,2.5,2.5
181,10,6,24,20,25,25,25
181,10,4,20,20,20,20,20
181,0,2,0,0,0,0,0
181,6,6,14,12,15,15,15
181,5,4,6,10,7.5,7.5,7.5
181,5,4,8,10,7.5,7.5,7.5
181,8,4,16,16,15,15,15
181,5,6,9,10,12.5,12.5,12.5
181,1,4,0,2,0,0,0
181,3,2,0,6,0,0,0
181,10,6,24,20,25,25,25
182,5,2,2,7,2,5,2
182,2,4,0,0,2,2,0
182,3,6,5,3,3,5,2
182,4,6,7,5,5,9,4
182,0,6,0,0,0,0,0
182,10,6,12,20,20,30,10
182,3,6,2,3,3,5,2
182,0,2,0,0,0,0,0
182,5,4,6,7,5,7,5
182,2,2,0,0,0,2,0
182,4,4,5,5,4,5,4
182,9,6,11,17,17,26,9
182,4,4,5,5,4,5,4
182,8,4,10,15,8,15,8
182,8,2,3,15,7,8,6
182,7,6,13,12,12,19,7
182,5,2,2,7,2,5,2
182,5,4,14,7,5,7,5
182,2,2,1,0,0,2,0
182,1,4,0,0,1,1,0
182,7,4,8,12,7,12,7
182,9,2,2,17,8,9,8
182,2,4,0,0,2,2,0
182,0,4,0,0,0,0,0
182,6,2,2,10,4,6,2
182,5,4,6,7,5,7,5
182,10,4,12,20,10,20,10
182,4,6,7,5,5,9,4
182,5,4,6,7,5,7,5
182,10,6,12,20,20,30,10
182,6,4,5,10,6,10,6
182,3,4,2,3,3,3,2
182,1,4,0,0,1,1,0
182,6,4,5,10,6,10,6
182,1,2,0,0,0,1,0
182,6,6,4,10,10,16,6
182,3,4,4,3,3,3,2
182,6,4,5,10,6,10,6
182,2,6,0,0,0,2,0
182,3,4,0,3,3,3,2
182,2,4,0,0,2,2,0
182,5,6,6,7,7,12,5
182,1,6,0,0,0,1,0
182,7,2,3,12,6,7,4
182,9,4,11,17,9,17,9
182,3,2,0,3,0,3,0
182,5,4,4,7,5,7,5
182,5,4,4,7,5,7,5
182,6,4,5,10,6,10,6
182,10,2,2,20,10,10,10
182,4,2,0,5,1,4,1
182,0,4,0,0,0,0,0
182,4,4,2,5,4,5,4
182,6,6,7,10,10,16,6
182,10,4,8,20,10,20,10
182,5,2,0,7,2,5,2
182,3,4,1,3,3,3,2
182,2,4,0,0,2,2,0
182,9,4,7,17,9,17,9
182,5,4,4,7,5,7,5
182,10,2,2,20,10,10,10
182,4,4,2,5,4,5,4
182,10,4,8,20,10,20,10
182,9,4,7,17,9,17,9
182,8,4,6,15,8,15,8
182,10,4,0,20,10,20,10
182,6,2,0,10,4,6,2
182,5,6,3,7,7,12,5
182,8,4,3,15,8,15,8
182,5,6,3,7,7,12,5
182,10,6,0,20,20,30,10
182,6,2,0,10,4,6,2
182,5,2,0,7,2,5,2
182,4,2,0,5,1,4,1
182,5,6,6,7,7,12,5
182,7,4,6,12,7,12,7
182,3,2,0,3,0,3,0
182,4,6,5,5,5,9,4
182,5,4,4,7,5,7,5
182,8,6,5,15,15,23,8
183,2,2,0,2,0,2,2
183,3,4,1,3,2,3,3
183,4,2,6,4,1,4,4
183,10,4,20,20,20,20,20
183,5,4,8,5,8,5,5
183,2,4,0,2,0,2,2
183,9,4,11,14,12,9,9
183,0,2,0,0,0,0,0
183,1,6,0,1,1,1,1
183,5,2,2,5,2,5,5
183,5,4,8,5,8,5,5
183,4,4,5,4,5,4,4
183,0,4,0,0,0,0,0
183,3,4,2,3,2,3,3
183,8,6,14,8,20,20,18
183,7,4,11,7,10,7,7
183,0,6,0,0,0,0,0
183,5,2,2,5,2,5,5
183,4,6,5,4,10,10,8
183,5,4,6,5,8,5,5
183,7,6,17,7,20,20,17
183,3,2,0,3,0,3,3
183,5,4,6,5,8,5,5
183,6,4,7,6,9,6,6
183,10,2,10,10,10,10,10
183,6,2,2,6,4,6,6
183,8,4,10,8,12,8,8
183,5,4,6,5,8,5,5
183,6,2,4,6,4,6,6
183,5,4,6,5,8,5,5
183,5,4,6,5,8,5,5
183,9,4,14,14,12,9,9
183,5,2,2,5,2,5,5
183,3,4,2,3,2,3,3
183,7,4,11,7,10,7,7
183,9,6,16,9,20,20,19
183,5,6,12,5,10,10,10
183,2,2,0,2,0,2,2
183,4,2,2,4,1,4,4
183,10,4,20,20,20,20,20
183,10,4,20,20,20,20,20
183,5,6,9,5,10,10,10
183,3,4,2,3,2,3,3
183,9,2,4,9,8,9,9
183,7,2,4,7,5,7,7
183,2,4,0,2,0,2,2
183,10,6,30,20,30,30,30
183,2,6,5,2,4,2,2
183,2,4,0,2,0,2,2
183,6,2,5,6,4,6,6
183,3,2,0,3,0,3,3
183,8,4,13,8,12,8,8
183,3,6,5,3,5,5,3
183,6,4,10,6,9,6,6
183,3,6,5,3,5,5,3
183,6,6,14,6,15,16,16
183,10,2,4,10,10,10,10
183,5,6,9,5,10,10,10
183,4,6,7,4,10,10,8
183,6,6,14,6,15,16,16
183,6,4,10,6,9,6,6
183,1,4,0,0,0,0,NaN
183,6,4,10,6,9,6,6
183,4,4,5,4,5,4,4
183,8,4,13,8,12,8,8
183,5,6,12,5,10,10,10
183,5,4,8,5,8,5,5
183,0,4,0,0,0,0,0
183,1,2,0,1,0,1,1
183,4,6,10,4,10,10,8
183,10,6,30,20,30,30,30
183,8,2,6,8,7,8,8
183,5,2,2,5,2,5,5
183,1,4,0,0,0,0,NaN
183,4,4,5,4,5,4,4
183,9,4,14,14,12,9,9
183,2,4,0,2,0,2,2
183,4,4,5,4,5,4,4
183,10,4,20,20,20,20,20
183,10,6,24,20,30,30,30
184,10,4,0,11,16,10,5
184,4,4,0,5,4,4,4
184,8,4,0,9,12,8,5
184,2,2,0,3,0,2,0
184,4,2,0,5,0,4,2
184,5,4,0,6,6,5,5
184,5,4,0,6,6,5,5
184,4,6,0,5,8,4,4
184,5,2,0,6,2,5,3
184,6,4,0,7,8,6,5
184,6,6,0,7,12,6,5
184,9,6,0,10,18,9,5
184,3,4,0,4,2,3,3
184,9,4,0,10,14,9,5
184,5,4,0,6,6,5,5
184,6,2,0,7,4,6,4
184,5,6,0,6,10,5,5
184,8,4,0,9,12,8,5
184,7,6,0,8,14,7,5
184,3,6,0,4,4,3,3
184,3,6,0,4,4,3,3
184,4,6,0,5,8,4,4
184,2,6,0,3,2,2,2
184,5,4,0,6,6,5,5
184,7,2,0,8,5,7,5
184,5,4,0,6,6,5,5
184,10,4,0,11,16,10,5
184,9,2,0,10,7,9,5
184,6,2,0,7,4,6,4
184,5,6,0,6,10,5,5
184,0,4,0,0,0,0,0
184,10,6,0,11,20,10,5
184,8,4,0,9,12,8,5
184,10,2,0,11,8,10,5
184,7,4,0,8,10,7,5
184,5,6,0,6,10,5,5
184,2,2,0,3,0,2,0
184,5,4,0,6,6,5,5
184,9,4,0,10,14,9,5
184,4,2,0,5,0,4,2
184,6,2,0,7,4,6,4
184,3,4,0,4,2,3,3
184,4,6,0,5,8,4,4
184,6,6,0,7,12,6,5
184,1,2,0,2,0,1,0
184,0,4,0,0,0,0,0
184,0,2,0,0,0,0,0
184,1,4,0,2,0,1,1
184,3,4,0,4,2,3,3
184,4,4,0,5,4,4,4
184,8,2,0,9,6,8,5
184,6,4,0,7,8,6,5
184,5,2,0,6,2,5,3
184,6,4,0,7,8,6,5
184,6,4,0,7,8,6,5
184,5,4,0,6,6,5,5
184,3,2,0,4,0,3,1
184,0,6,0,0,0,0,0
184,3,4,0,4,2,3,3
184,2,4,0,3,0,2,2
184,10,2,0,11,8,10,5
184,5,6,0,6,10,5,5
184,10,6,0,11,20,10,5
184,2,4,0,3,0,2,2
184,2,4,0,3,0,2,2
184,10,6,0,11,20,10,5
184,10,4,0,11,16,10,5
184,1,6,0,2,0,1,1
184,5,4,0,6,6,5,5
184,5,2,0,6,2,5,3
184,7,4,0,8,10,7,5
184,9,4,0,10,14,9,5
184,8,6,0,9,16,8,5
184,5,2,0,6,2,5,3
184,3,2,0,4,0,3,1
184,4,4,0,5,4,4,4
184,4,4,0,5,4,4,4
184,10,4,0,11,16,10,5
184,1,4,0,2,0,1,1
184,2,4,0,3,0,2,2
185,9,6,16,17,25,18,18
185,6,4,7,10,10,9,10
185,10,6,24,20,30,20,25
185,8,2,6,15,6,4,5
185,5,6,12,7,13,10,10
185,3,4,5,3,3,2,3
185,5,2,3,7,4,3,3
185,6,4,7,10,10,9,10
185,3,4,4,3,3,2,3
185,6,4,7,10,10,9,10
185,0,6,0,0,0,0,0
185,5,4,6,7,8,7,8
185,5,6,12,7,13,10,10
185,5,4,6,7,8,7,8
185,5,4,6,7,8,7,8
185,10,2,10,20,10,10,10
185,3,2,2,3,2,1,2
185,2,6,4,2,2,2,2
185,2,2,1,2,1,0,1
185,4,6,7,5,10,8,8
185,5,4,8,7,8,7,8
185,10,4,16,20,20,20,20
185,5,4,6,7,8,7,8
185,9,4,14,17,18,17,17
185,10,4,12,20,20,20,20
185,2,2,1,2,1,0,1
185,2,4,3,2,2,1,2
185,3,4,4,3,3,2,3
185,5,6,9,7,13,10,10
185,0,2,0,0,0,0,0
185,3,2,1,3,2,1,2
185,5,2,2,7,4,3,3
185,3,6,7,3,6,5,5
185,6,4,7,10,10,9,10
185,8,4,10,15,15,15,15
185,0,4,0,0,0,0,0
185,7,6,13,13,20,13,13
185,4,4,6,5,5,4,5
185,1,4,1,1,1,0,1
185,2,4,3,2,2,1,2
185,7,4,11,13,13,12,12
185,2,4,3,2,2,1,2
185,6,2,6,10,4,3,3
185,4,4,6,5,5,4,5
185,0,4,0,0,0,0,0
185,2,4,3,2,2,1,2
185,1,2,0,1,1,0,1
185,6,6,11,10,15,10,12
185,10,2,4,20,10,10,10
185,7,2,3,13,5,4,5
185,5,4,8,7,8,7,8
185,6,6,11,10,15,10,12
185,10,6,24,20,30,20,25
185,5,2,3,7,4,3,3
185,4,4,6,5,5,4,5
185,4,2,2,5,3,2,2
185,1,6,2,1,2,2,1
185,4,6,7,5,10,8,8
185,4,6,7,5,10,8,8
185,6,2,4,10,4,3,3
185,7,4,11,13,13,12,12
185,9,4,14,17,18,17,17
185,3,6,7,3,6,5,5
185,5,4,8,7,8,7,8
185,10,4,16,20,20,20,20
185,9,2,5,17,6,5,6
185,8,4,13,15,15,15,15
185,5,2,3,7,4,3,3
185,4,2,2,5,3,2,2
185,1,4,1,1,1,0,1
185,8,4,13,15,15,15,15
185,5,6,12,7,13,10,10
185,8,6,19,15,23,20,20
185,10,6,24,20,30,20,25
185,4,4,6,5,5,4,5
185,3,4,5,3,3,2,3
185,10,4,20,20,20,20,20
185,9,4,11,17,18,17,17
185,6,2,4,10,4,3,3
185,5,4,8,7,8,7,8
186,10,2,12,20,10,10,11
186,4,4,8,8,8,8,8
186,1,4,2,2,2,2,2
186,3,6,7,6,9,9,6
186,9,4,18,18,18,18,18
186,4,6,10,8,12,12,8
186,5,4,10,10,10,10,10
186,6,2,8,12,6,6,7
186,5,4,10,10,10,10,10
186,5,4,10,10,10,10,10
186,2,4,4,4,4,4,4
186,5,4,10,10,10,10,10
186,9,4,18,18,18,18,18
186,2,4,4,4,4,4,4
186,10,6,24,20,30,30,20
186,5,4,10,10,10,10,10
186,5,2,9,10,5,5,6
186,3,2,5,6,3,3,4
186,4,4,8,8,8,8,8
186,8,4,16,16,16,16,16
186,4,4,8,8,8,8,8
186,6,4,12,12,12,12,12
186,5,4,10,10,10,10,10
186,8,4,16,16,16,16,16
186,3,4,6,6,6,6,6
186,3,4,6,6,6,6,6
186,0,6,0,0,0,0,0
186,9,4,11,18,18,18,18
186,10,4,16,20,20,20,20
186,4,4,8,8,8,8,8
186,6,2,5,12,6,6,7
186,2,6,4,4,6,6,4
186,9,2,13,18,9,9,10
186,6,6,14,12,18,18,12
186,2,4,4,4,4,4,4
186,10,4,20,20,20,20,20
186,5,2,3,10,5,5,6
186,1,2,2,4,1,1,1
186,0,2,0,0,0,0,0
186,4,2,5,8,4,4,5
186,6,4,12,12,12,12,12
186,5,6,9,10,15,15,10
186,6,4,12,12,12,12,12
186,3,2,3,6,3,3,4
186,6,2,8,12,6,6,7
186,3,6,5,6,9,9,6
186,10,2,16,20,10,10,11
186,9,6,16,18,27,27,18
186,5,6,9,10,15,15,10
186,10,4,20,20,20,20,20
186,7,4,14,14,14,14,14
186,2,4,4,4,4,4,4
186,4,6,7,8,12,12,8
186,5,6,9,10,15,15,10
186,6,4,12,12,12,12,12
186,8,2,11,16,8,8,9
186,2,2,3,8,2,2,2
186,7,2,10,14,7,7,8
186,7,4,14,14,14,14,14
186,3,4,4,6,6,6,6
186,10,6,18,20,30,30,20
186,4,2,6,8,4,4,5
186,1,4,2,2,2,2,2
186,10,6,12,20,30,30,20
186,8,4,13,16,16,16,16
186,0,4,0,0,0,0,0
186,5,6,9,10,15,15,10
186,5,2,7,10,5,5,6
186,10,4,16,20,20,20,20
186,2,2,3,8,2,2,2
186,4,6,7,8,12,12,8
186,7,6,13,14,21,21,14
186,1,6,3,2,3,3,2
186,6,6,11,12,18,18,12
186,5,4,8,10,10,10,10
186,5,2,7,10,5,5,6
186,8,6,14,16,24,24,16
186,3,4,5,6,6,6,6
186,5,4,8,10,10,10,10
186,0,4,0,0,0,0,0
187,0,4,0,0,0,0,0
187,5,4,10,10,10,10,10
187,5,6,12,10,15,15,10
187,3,4,6,6,6,6,6
187,10,4,20,20,20,20,20
187,3,4,6,6,6,6,6
187,5,4,10,10,10,10,10
187,5,2,5,10,10,10,5
187,10,4,20,20,20,20,20
187,8,2,8,16,16,16,8
187,8,4,16,16,16,16,16
187,4,2,4,8,8,8,4
187,10,6,18,20,30,30,20
187,9,4,14,18,18,18,18
187,10,4,20,20,20,20,20
187,4,4,5,8,8,8,8
187,5,6,9,10,15,15,10
187,10,6,24,20,30,30,20
187,0,4,0,0,0,0,0
187,1,4,0,2,2,2,2
187,10,6,18,20,30,30,20
187,4,6,7,8,12,12,8
187,6,6,14,12,18,18,12
187,7,4,14,14,14,14,14
187,5,2,5,10,10,10,5
187,6,4,12,12,12,12,12
187,5,4,10,10,10,10,10
187,5,4,10,10,10,10,10
187,9,4,14,18,18,18,18
187,3,6,5,6,8,8,6
187,6,2,6,12,12,12,6
187,6,6,11,12,18,18,12
187,5,2,5,10,10,10,5
187,0,6,0,0,0,0,0
187,9,2,9,18,18,18,9
187,4,4,8,8,8,8,8
187,5,4,10,10,10,10,10
187,5,6,9,10,15,15,10
187,4,4,6,8,8,8,8
187,1,2,1,2,2,2,1
187,6,4,12,12,12,12,12
187,1,4,1,2,2,2,2
187,2,2,2,4,4,4,2
187,2,4,4,4,4,4,4
187,3,6,5,6,8,8,6
187,4,2,4,8,8,8,4
187,2,2,2,4,4,4,2
187,0,2,0,0,0,0,0
187,9,4,18,18,18,18,18
187,3,2,3,6,6,6,3
187,6,4,12,12,12,12,12
187,5,4,10,10,10,10,10
187,6,2,6,12,12,12,6
187,8,4,16,16,16,16,16
187,5,2,5,10,10,10,5
187,6,2,6,12,12,12,6
187,4,6,7,8,12,12,8
187,10,2,10,20,20,20,10
187,4,4,8,8,8,8,8
187,5,4,10,10,10,10,10
187,7,4,14,14,14,14,14
187,2,4,4,4,4,4,4
187,3,2,3,6,6,6,3
187,3,4,6,6,6,6,6
187,2,6,4,4,6,6,4
187,9,6,16,18,26,26,18
187,2,4,4,4,4,4,4
187,1,6,2,2,3,3,2
187,8,4,16,16,16,16,16
187,7,6,13,14,21,21,14
187,3,4,6,6,6,6,6
187,10,2,10,20,20,20,10
187,5,6,12,10,15,15,10
187,4,6,10,8,12,12,8
187,7,2,7,14,14,14,7
187,6,4,12,12,12,12,12
187,10,4,20,20,20,20,20
187,5,4,10,10,10,10,10
187,2,4,4,4,4,4,4
187,8,6,14,16,24,24,16
188,2,6,1,4,6,4,0
188,5,4,0,10,10,10,0
188,3,2,5,6,3,3,0
188,5,4,0,10,10,10,0
188,1,4,2,2,2,2,0
188,6,2,1,12,6,6,0
188,10,4,0,20,20,20,0
188,4,2,0,8,4,4,0
188,10,2,16,20,10,10,0
188,9,4,0,18,18,18,0
188,3,4,0,6,6,6,0
188,2,4,0,4,4,4,0
188,0,2,0,0,0,0,0
188,5,4,0,10,10,10,0
188,6,4,0,12,12,12,0
188,2,2,4,4,2,2,0
188,3,4,1,6,6,6,0
188,1,6,6,2,3,2,0
188,5,4,0,10,10,10,0
188,10,2,0,20,10,10,0
188,5,2,9,10,5,5,0
188,4,6,0,8,12,8,0
188,10,6,0,20,30,20,0
188,5,4,0,10,10,10,0
188,6,4,0,12,12,12,0
188,3,2,6,6,3,3,0
188,8,6,0,16,24,16,0
188,10,4,0,20,20,20,0
188,6,6,0,12,18,12,0
188,0,4,0,0,0,0,0
188,3,4,10,6,6,6,0
188,5,6,0,10,15,10,0
188,10,4,0,20,20,20,0
188,6,2,0,12,6,6,0
188,7,6,0,14,21,14,0
188,5,6,0,10,15,10,0
188,4,4,0,8,8,8,0
188,10,4,0,20,20,20,0
188,5,2,9,10,5,5,0
188,4,4,0,8,8,8,0
188,4,6,0,8,12,8,0
188,9,6,0,18,27,18,0
188,4,4,0,8,8,8,0
188,7,4,0,14,14,14,0
188,5,2,10,10,5,5,0
188,7,2,14,14,7,7,0
188,0,4,0,0,0,0,0
188,8,4,0,16,16,16,0
188,5,4,0,10,10,10,0
188,4,2,7,8,4,4,0
188,6,4,0,12,12,12,0
188,5,2,5,10,5,5,0
188,8,2,0,16,8,8,0
188,9,4,0,18,18,18,0
188,3,6,0,6,9,6,0
188,0,6,0,0,0,0,0
188,6,6,0,12,18,12,0
188,9,4,0,18,18,18,0
188,3,4,10,6,6,6,0
188,2,4,1,4,4,4,0
188,5,6,0,10,15,10,0
188,5,4,0,10,10,10,0
188,3,6,0,6,9,6,0
188,2,2,0,4,2,2,0
188,2,4,5,4,4,4,0
188,10,6,0,20,30,20,0
188,5,6,0,10,15,10,0
188,8,4,29,16,16,16,0
188,2,4,8,4,4,4,0
188,6,2,11,12,6,6,0
188,7,4,6,14,14,14,0
188,1,2,1,2,1,1,0
188,4,4,11,8,8,8,0
188,8,4,3,16,16,16,0
188,1,4,2,2,2,2,0
188,6,4,10,12,12,12,0
188,10,6,0,20,30,20,0
188,5,4,14,10,10,10,0
188,9,2,9,18,9,9,0
188,4,6,22,8,12,8,0
189,9,4,14,12,12,11,10
189,5,4,10,6,7,6,8
189,3,2,1,3,4,2,3
189,5,6,9,5,10,8,11
189,3,6,5,3,6,6,7
189,6,6,7,6,12,9,13
189,0,2,0,0,0,0,0
189,8,4,10,9,10,9,10
189,0,6,0,0,0,0,0
189,10,2,4,1,7,8,7
189,10,2,4,1,7,8,7
189,1,4,1,1,1,1,1
189,2,4,3,4,2,1,2
189,9,4,7,12,12,11,10
189,5,6,6,5,10,8,11
189,2,6,2,2,4,5,5
189,7,2,4,3,6,5,4
189,6,4,7,7,7,8,6
189,1,6,2,1,3,4,3
189,5,4,6,6,7,6,8
189,6,2,6,4,5,5,4
189,2,2,2,2,1,2,1
189,5,2,3,6,6,6,6
189,5,4,4,6,7,6,8
189,4,4,6,6,4,4,4
189,8,4,10,9,10,9,10
189,8,6,10,8,16,11,17
189,7,6,8,7,14,10,15
189,5,4,6,6,7,6,8
189,10,6,12,10,20,13,21
189,9,6,16,9,18,12,19
189,4,2,4,6,4,6,4
189,5,4,8,6,7,6,8
189,5,2,6,6,6,6,6
189,4,4,3,6,4,4,4
189,4,2,3,6,4,6,4
189,5,4,10,6,7,6,8
189,10,4,12,13,14,13,12
189,3,4,4,3,2,2,2
189,5,4,6,6,7,6,8
189,4,4,5,6,4,4,4
189,4,6,5,4,8,7,9
189,5,6,9,5,10,8,11
189,1,2,0,2,0,0,1
189,4,6,7,4,8,7,9
189,2,2,1,2,1,2,1
189,6,2,2,4,5,5,4
189,7,4,8,8,8,7,7
189,6,4,12,7,7,8,6
189,3,2,1,3,4,2,3
189,10,4,12,13,14,13,12
189,3,6,4,3,6,6,7
189,10,6,12,10,20,13,21
189,6,4,10,7,7,8,6
189,2,4,3,4,2,1,2
189,5,4,6,6,7,6,8
189,6,2,2,4,5,5,4
189,5,2,1,6,6,6,6
189,0,4,0,0,0,0,0
189,8,4,6,9,10,9,10
189,2,4,2,4,2,1,2
189,8,2,5,3,8,6,7
189,10,4,8,13,14,13,12
189,10,4,20,13,14,13,12
189,3,4,4,3,2,2,2
189,10,6,12,10,20,13,21
189,3,4,4,3,2,2,2
189,1,4,2,1,1,1,1
189,6,4,5,7,7,8,6
189,6,6,7,6,12,9,13
189,7,4,8,8,8,7,7
189,4,4,6,6,4,4,4
189,0,4,0,0,0,0,0
189,9,2,4,2,6,7,6
189,4,6,5,4,8,7,9
189,2,4,1,4,2,1,2
189,5,2,2,6,6,6,6
189,5,6,6,5,10,8,11
189,3,4,2,3,2,2,2
189,9,4,11,12,12,11,10
190,3,6,5,3,6,6,3
190,5,4,6,8,7,7,6
190,9,4,22,16,18,18,15
190,4,4,5,5,6,5,5
190,2,2,0,0,0,0,0
190,10,2,10,20,10,10,9
190,5,4,4,8,7,7,6
190,6,4,10,8,10,10,8
190,9,4,14,16,18,18,15
190,10,2,10,20,10,10,9
190,10,4,20,20,20,20,18
190,1,4,0,0,0,0,0
190,5,2,2,8,3,3,1
190,8,4,10,13,17,17,14
190,5,4,6,8,7,7,6
190,10,6,24,20,30,30,28
190,5,4,4,8,7,7,6
190,5,2,1,8,3,3,1
190,8,6,14,13,23,23,18
190,10,4,20,20,20,20,18
190,10,4,20,20,20,20,18
190,4,6,5,5,9,9,7
190,3,6,2,3,6,6,3
190,4,4,5,5,6,5,5
190,2,4,0,0,0,0,0
190,5,4,4,8,7,7,6
190,6,6,14,8,16,16,10
190,2,2,0,0,0,0,0
190,8,4,13,13,17,17,14
190,5,6,6,8,13,13,10
190,4,6,5,5,9,9,7
190,0,4,0,0,0,0,0
190,2,4,0,0,0,0,0
190,6,2,2,8,4,4,1
190,9,2,7,16,9,9,7
190,10,6,24,20,30,30,28
190,10,4,20,20,20,20,18
190,9,6,22,16,27,27,25
190,5,2,2,8,3,3,1
190,2,6,0,0,2,2,1
190,1,6,0,0,0,0,0
190,3,2,0,3,0,0,0
190,6,4,7,8,10,10,8
190,4,2,0,5,1,1,0
190,5,4,6,8,7,7,6
190,4,4,5,5,6,5,5
190,4,4,5,5,6,5,5
190,7,4,11,10,13,13,10
190,3,4,1,3,3,3,2
