sub,investment,multiplier,returned,soe,fair,soc1,soc2
163,4,6,5,6,12,5,5
163,3,4,4,5,6,3,5
163,5,4,6,8,10,5,8
163,6,2,4,10,6,5,5
163,6,6,7,10,18,7,8
164,9,4,18,17,17,17,17
164,5,4,6,7,6,6,6
164,8,2,3,16,7,7,7
164,8,4,13,16,14,14,14
164,1,2,1,1,0,0,0
164,2,4,2,2,1,2,2
164,10,4,0,20,20,20,20
164,9,4,14,17,17,17,17
164,5,2,2,7,3,2,2
164,4,6,7,5,9,9,6
164,3,2,0,3,1,1,0
164,6,2,2,10,4,4,4
164,4,6,7,5,9,9,6
164,5,4,6,7,6,6,6
164,5,4,6,7,6,6,6
164,8,4,3,16,14,14,14
164,0,4,0,0,0,0,0
164,5,2,2,7,3,2,2
164,10,6,18,20,30,30,22
164,5,2,2,7,3,2,2
164,7,6,17,12,19,19,14
164,7,2,4,12,5,5,4
164,5,6,9,7,12,12,8
164,6,2,4,10,4,4,4
164,4,4,6,5,5,5,4
164,10,2,10,20,10,10,10
164,9,2,9,17,8,8,8
164,7,4,11,12,12,10,11
164,2,4,0,2,1,2,2
164,3,6,5,3,5,5,3
164,5,4,6,7,6,6,6
164,5,4,6,7,6,6,6
164,10,6,24,20,30,30,22
164,0,6,0,0,0,0,0
164,5,2,2,7,3,2,2
164,10,4,12,20,20,20,20
164,10,6,12,20,30,30,22
164,3,4,2,3,2,2,2
164,1,4,0,1,1,1,1
164,6,4,10,10,10,10,10
164,2,6,1,2,3,3,2
164,6,2,2,10,4,4,4
164,3,2,0,3,1,1,0
164,7,4,14,12,12,10,11
164,2,4,0,2,1,2,2
164,1,4,0,1,1,1,1
164,0,2,0,0,0,0,0
164,10,4,12,20,20,20,20
164,4,6,7,5,9,9,6
164,2,4,1,2,1,2,2
164,3,4,2,3,2,2,2
164,8,4,16,16,14,14,14
164,2,2,0,2,0,0,0
164,6,4,10,10,10,10,10
164,5,6,12,7,12,12,8
164,5,6,9,7,12,12,8
164,5,4,4,7,6,6,6
164,8,6,19,16,22,22,18
164,6,6,14,10,16,16,10
164,4,4,5,5,5,5,4
164,3,4,4,3,2,2,2
164,6,6,14,10,16,16,10
164,6,4,10,10,10,10,10
164,4,4,5,5,5,5,4
164,5,4,6,7,6,6,6
164,4,2,1,5,1,1,1
164,3,4,1,3,2,2,2
164,0,4,0,0,0,0,0
164,4,2,2,5,1,1,1
164,6,4,5,10,10,10,10
164,9,4,11,17,17,17,17
164,10,4,12,20,20,20,20
164,9,6,5,17,26,26,19
164,4,4,5,5,5,5,4
164,10,2,6,20,10,10,10
164,1,6,0,1,1,1,1
164,5,4,8,7,6,6,6
164,2,2,0,2,0,0,0
164,5,6,9,7,12,12,8
164,3,6,5,3,5,5,3
165,6,4,7,12,12,12,8
165,6,6,11,12,18,6,10
165,2,6,1,4,6,0,0
165,3,6,4,6,9,3,3
165,5,2,3,10,5,5,4
165,2,4,2,2,0,2,0
165,8,4,16,16,16,16,10
165,10,4,20,20,20,20,15
165,6,4,7,12,12,12,8
165,8,4,16,16,16,16,10
165,3,4,2,4,2,4,3
165,5,2,3,10,5,5,4
165,5,4,6,10,10,5,5
165,5,4,6,10,10,5,5
165,6,2,4,12,6,6,5
165,5,2,2,10,5,5,4
165,5,4,6,10,10,5,5
165,8,4,16,16,16,16,10
165,3,6,4,6,9,3,3
165,0,4,0,0,0,0,0
165,7,6,13,14,21,7,14
165,4,6,5,8,12,4,5
165,4,6,10,8,12,4,5
165,0,6,0,0,0,0,0
165,9,4,18,18,18,18,14
165,3,4,2,4,2,4,3
165,5,4,6,10,10,5,5
165,10,6,24,20,30,10,20
165,5,6,9,10,15,5,8
165,10,2,10,20,10,10,8
165,5,6,12,10,15,5,8
165,3,4,2,4,2,4,3
165,7,2,7,14,7,7,6
165,4,4,6,8,4,4,4
165,1,4,0,1,0,1,0
165,9,6,22,18,27,9,18
165,5,2,3,10,5,5,4
165,3,2,1,4,3,3,2
165,5,4,8,10,10,5,5
165,5,6,9,10,15,5,8
165,6,6,11,12,18,6,10
165,10,6,18,20,30,10,20
165,4,6,10,8,12,4,5
165,9,2,9,18,9,9,8
165,4,4,6,8,4,4,4
165,3,4,2,4,2,4,3
165,5,4,8,10,10,5,5
165,9,4,11,18,18,18,14
165,9,4,14,18,18,18,14
165,6,4,7,12,12,12,8
165,10,4,20,20,20,20,15
165,10,4,20,20,20,20,15
165,2,4,0,2,0,2,0
165,0,4,0,0,0,0,0
165,1,4,0,1,0,1,0
165,4,4,6,8,4,4,4
165,2,4,0,2,0,2,0
165,4,2,2,8,4,4,3
165,6,2,4,12,6,6,5
165,10,4,20,20,20,20,15
165,2,2,0,2,0,0,0
165,8,6,19,16,24,8,16
165,2,4,0,2,0,2,0
165,3,2,0,4,3,3,2
165,10,2,10,20,10,10,8
165,6,2,4,12,6,6,5
165,7,4,8,14,14,14,10
165,1,6,0,2,3,0,0
165,6,4,7,12,12,12,8
165,5,4,8,10,10,5,5
165,10,6,24,20,30,10,20
165,7,4,11,14,14,14,10
165,4,4,5,8,4,4,4
165,2,2,0,2,0,0,0
165,1,2,0,1,0,0,0
165,0,2,0,0,0,0,0
165,5,4,8,10,10,5,5
165,5,6,12,10,15,5,8
165,4,2,3,8,4,4,3
165,8,2,6,16,8,8,7
171,2,4,3,2,1,1,0
171,6,6,11,12,15,15,10
171,3,2,2,3,1,1,0
171,3,4,4,3,2,2,1
171,5,4,6,10,8,8,5
171,2,4,3,2,1,1,0
171,10,6,24,20,30,30,20
171,1,2,0,1,0,0,0
171,6,2,4,12,4,4,2
171,3,6,5,3,4,4,2
171,4,4,5,4,4,4,2
171,5,4,8,10,8,8,5
171,6,4,7,12,11,11,8
171,7,4,14,15,12,12,11
171,1,4,0,1,1,1,0
171,2,4,2,2,1,1,0
171,10,2,8,20,10,10,9
171,6,6,14,12,15,15,10
171,0,2,0,0,0,0,0
171,2,6,2,2,2,2,0
171,5,6,12,10,12,12,9
171,8,6,14,16,22,22,15
171,2,4,1,2,1,1,0
171,1,6,0,1,1,1,0
171,0,4,0,0,0,0,0
171,10,4,16,20,20,20,15
171,4,6,7,4,7,7,5
171,5,4,8,10,8,8,5
171,4,2,2,4,1,1,1
171,6,2,2,12,4,4,2
171,1,4,1,1,1,1,0
171,2,2,1,2,0,0,0
171,5,6,12,10,12,12,9
171,7,6,8,15,19,19,12
171,4,2,3,4,1,1,1
171,3,4,4,3,2,2,1
171,5,2,3,10,2,2,1
171,6,4,7,12,11,11,8
171,5,4,6,10,8,8,5
171,10,6,18,20,30,30,20
171,5,2,4,10,2,2,1
171,5,4,6,10,8,8,5
171,10,4,16,20,20,20,15
171,5,6,9,10,12,12,9
171,10,2,10,20,10,10,9
171,3,4,4,3,2,2,1
171,4,4,5,4,4,4,2
171,5,4,6,10,8,8,5
171,9,4,11,18,18,20,15
171,8,2,8,16,7,7,6
171,4,4,6,4,4,4,2
171,3,2,2,3,1,1,0
171,3,4,4,3,2,2,1
171,2,2,0,2,0,0,0
171,5,2,3,10,2,2,1
171,5,2,3,10,2,2,1
171,6,2,5,12,4,4,2
171,9,6,22,18,27,27,17
171,6,4,10,12,11,11,8
171,7,4,11,15,12,12,11
171,10,4,20,20,20,20,15
171,4,6,7,4,7,7,5
171,4,6,5,4,7,7,5
171,10,4,20,20,20,20,15
171,8,4,13,16,14,14,12
171,7,2,6,15,5,5,4
171,0,6,0,0,0,0,0
171,5,4,8,10,8,8,5
171,5,4,8,10,8,8,5
171,9,4,14,18,18,20,15
171,8,4,13,16,14,14,12
171,4,4,3,4,4,4,2
171,6,4,10,12,11,11,8
171,9,4,14,18,18,20,15
171,0,4,0,0,0,0,0
171,10,6,24,20,30,30,20
171,5,6,9,10,12,12,9
171,9,2,7,18,8,8,6
171,8,4,16,16,14,14,12
171,3,6,4,3,4,4,2
172,7,6,21,28,21,21,14
172,6,2,6,24,6,6,6
172,5,2,5,20,5,5,5
172,4,4,8,16,8,8,8
172,0,2,0,0,0,0,0
172,9,4,18,36,18,18,18
172,8,4,16,32,16,16,16
172,3,6,7,12,9,9,6
172,5,6,12,20,15,15,10
172,3,4,6,12,6,5,5
172,3,4,6,12,6,5,5
172,9,2,9,36,9,9,9
172,4,4,8,16,8,8,8
172,5,4,10,20,10,10,10
172,4,4,8,16,8,8,8
172,2,2,2,8,2,2,2
172,0,6,0,0,0,0,0
172,5,2,5,20,5,5,5
172,10,6,24,40,30,30,20
172,5,2,5,20,5,5,5
172,10,2,10,40,10,10,10
172,10,4,20,40,20,20,20
172,5,4,10,20,10,10,10
172,4,4,8,16,8,8,8
172,6,4,12,24,12,12,12
172,6,6,14,24,18,18,12
172,5,4,10,20,10,10,10
172,2,4,4,8,4,4,4
172,4,6,7,16,12,12,8
172,2,6,4,8,6,6,4
172,5,4,10,20,10,10,10
172,4,2,4,16,4,4,4
172,1,4,2,4,2,2,2
172,2,4,4,8,4,4,4
172,5,4,10,20,10,10,10
172,3,2,3,12,3,3,3
172,6,4,10,24,12,12,12
172,5,4,10,20,10,10,10
172,8,6,19,32,24,24,16
172,5,2,5,20,5,5,5
172,10,6,24,40,30,30,20
172,4,6,12,16,12,12,8
172,0,4,0,0,0,0,0
172,4,6,10,16,12,12,8
172,1,2,1,4,1,1,1
172,9,4,18,36,18,18,18
172,2,2,2,8,2,2,2
172,6,6,14,24,18,18,12
172,10,6,24,40,30,30,20
172,10,4,20,40,20,20,20
172,8,4,16,32,16,16,16
172,2,4,4,8,4,4,4
172,10,4,20,40,20,20,20
172,7,4,14,28,14,14,14
172,6,2,6,24,6,6,6
172,2,4,4,8,4,4,4
172,1,6,3,4,3,3,2
172,10,2,14,40,10,10,10
172,6,4,12,24,12,12,12
172,7,2,10,28,7,7,7
172,5,4,10,20,10,10,10
172,8,2,10,32,8,8,8
172,3,6,7,12,9,9,6
172,7,4,14,28,14,14,14
172,4,2,6,16,4,4,4
172,8,4,19,32,16,16,16
172,5,4,10,20,10,10,10
172,3,4,6,12,6,5,5
172,9,6,27,36,27,27,18
172,5,6,12,20,15,15,10
172,3,4,6,12,6,5,5
172,5,6,12,20,15,15,10
172,6,4,12,24,12,12,12
172,5,6,12,20,15,15,10
172,9,4,18,36,18,18,18
172,10,4,20,40,20,20,20
172,1,4,1,4,2,2,2
172,6,2,8,24,6,6,6
172,3,2,4,12,3,3,3
172,0,4,0,0,0,0,0
173,3,4,2,5,3,3,3
173,5,4,8,8,7,7,5
173,5,4,4,8,7,7,5
173,10,4,16,18,15,15,12
173,5,4,6,8,7,7,5
173,10,6,18,18,22,22,18
173,5,6,6,8,10,10,8
173,5,2,2,8,2,2,1
173,5,4,4,8,7,7,5
173,5,4,6,8,7,7,5
173,5,6,9,8,10,10,8
173,0,4,0,0,0,0,0
173,5,2,1,8,2,2,1
173,0,6,0,0,0,0,0
173,5,4,6,8,7,7,5
173,3,4,2,5,3,3,3
173,8,6,10,13,18,18,15
173,3,2,0,5,1,1,0
173,6,4,7,10,8,8,6
173,3,6,4,5,5,5,4
173,2,4,0,3,1,1,0
173,4,4,5,6,5,5,4
173,10,2,6,18,8,8,6
173,9,4,14,15,13,13,11
173,10,2,8,18,8,8,6
173,1,4,0,2,1,1,0
173,0,2,0,0,0,0,0
173,10,4,16,18,15,15,12
173,6,2,2,10,3,3,2
173,9,4,14,15,13,13,11
173,3,2,0,5,1,1,0
173,4,2,0,6,2,2,1
173,2,4,0,3,1,1,0
173,4,4,5,6,5,5,4
173,4,4,3,6,5,5,4
173,5,4,6,8,7,7,5
173,7,4,8,11,10,10,7
173,4,6,5,6,7,7,6
173,8,4,10,13,10,10,9
173,6,2,2,10,3,3,2
173,10,4,12,18,15,15,12
173,7,2,4,11,5,5,3
173,3,4,2,5,3,3,3
173,5,2,0,8,2,2,1
173,2,4,0,3,1,1,0
173,8,2,6,13,6,6,5
173,1,6,0,2,1,1,0
173,6,4,7,10,8,8,6
173,10,6,18,18,22,22,18
173,4,6,5,6,7,7,6
173,9,6,16,15,20,20,16
173,8,4,10,13,10,10,9
173,6,4,7,10,8,8,6
173,3,6,4,5,5,5,4
173,5,2,2,8,2,2,1
173,9,4,11,15,13,13,11
173,0,4,0,0,0,0,0
173,5,6,6,8,10,10,8
173,1,4,0,2,1,1,0
173,2,2,0,3,0,0,0
173,7,4,8,11,10,10,7
173,6,6,7,10,12,12,10
173,8,4,10,13,10,10,9
173,3,4,2,5,3,3,3
173,9,2,9,15,8,8,5
173,10,6,18,18,22,22,18
173,4,4,5,6,5,5,4
173,6,2,2,10,3,3,2
173,10,4,12,18,15,15,12
173,2,2,0,3,0,0,0
173,4,2,1,6,2,2,1
173,2,6,0,3,3,3,2
173,1,2,0,2,0,0,0
173,5,4,6,8,7,7,5
173,6,6,7,10,12,12,10
173,7,6,8,11,15,15,12
173,2,4,0,3,1,1,0
173,6,4,7,10,8,8,6
173,5,6,6,8,10,10,8
173,4,6,5,6,7,7,6
174,4,4,5,9,8,10,10
174,3,2,3,6,4,5,3
174,4,2,3,9,6,6,4
174,5,4,10,15,10,15,10
174,8,4,16,24,22,25,16
174,4,2,4,9,6,6,4
174,7,4,11,20,20,22,14
174,5,6,15,15,15,22,12
174,0,4,0,0,0,0,0
174,0,4,0,0,0,0,0
174,1,4,2,3,4,2,2
174,1,4,2,3,4,2,2
174,8,4,10,24,22,25,16
174,1,6,3,3,4,5,4
174,2,4,3,6,6,7,4
174,5,6,12,15,15,22,12
174,7,4,11,20,20,22,14
174,0,6,0,0,0,0,0
174,3,6,7,6,10,14,8
174,2,2,2,6,2,3,2
174,5,4,8,15,10,15,10
174,2,4,3,6,6,7,4
174,5,4,10,15,10,15,10
174,6,2,7,15,8,8,7
174,6,4,10,15,12,15,10
174,2,6,5,6,8,10,9
174,0,2,0,0,0,0,0
174,4,6,10,9,10,18,10
174,5,4,8,15,10,15,10
174,10,4,12,25,30,30,20
174,3,2,4,6,4,5,3
174,6,4,10,15,12,15,10
174,4,4,6,9,8,10,10
174,10,2,12,25,13,15,12
174,6,2,5,15,8,8,7
174,5,4,10,15,10,15,10
174,4,6,10,9,10,18,10
174,9,2,9,28,12,14,9
174,3,6,5,6,10,14,8
174,5,2,4,15,7,8,5
174,5,4,10,15,10,15,10
174,5,2,4,15,7,8,5
174,5,4,10,15,10,15,10
174,10,6,18,25,30,35,30
174,9,4,14,28,24,28,18
174,2,4,4,6,6,7,4
174,3,4,6,6,8,8,6
174,10,4,16,25,30,30,20
174,6,4,10,15,12,15,10
174,8,2,13,22,11,12,8
174,9,4,14,28,24,28,18
174,5,2,5,15,7,8,5
174,6,6,11,15,18,28,15
174,5,6,12,15,15,22,12
174,10,4,20,25,30,30,20
174,4,6,10,9,10,18,10
174,8,6,14,24,24,30,24
174,8,4,13,24,22,25,16
174,10,4,20,25,30,30,20
174,3,4,7,6,8,8,6
174,6,4,10,15,12,15,10
174,1,2,1,2,1,1,1
174,9,4,14,28,24,28,18
174,6,2,8,15,8,8,7
174,3,4,4,6,8,8,6
174,10,2,10,25,13,15,12
174,5,6,15,15,15,22,12
174,5,4,10,15,10,15,10
174,5,2,5,15,7,8,5
174,2,4,4,6,6,7,4
174,2,2,3,6,2,3,2
174,10,6,24,25,30,35,30
174,9,6,16,28,29,28,25
174,3,4,6,6,8,8,6
174,7,2,7,20,8,9,8
174,4,4,10,9,8,10,10
174,4,4,6,9,8,10,10
174,10,6,24,25,30,35,30
174,6,6,14,15,18,28,15
174,7,6,13,20,20,20,20
175,4,6,7,8,4,6,6
175,10,6,18,20,30,28,28
175,5,2,2,10,2,2,2
175,4,6,7,8,4,6,6
175,4,4,6,8,5,4,4
175,3,6,4,6,3,4,4
175,0,4,0,0,0,0,0
175,5,4,6,10,7,6,6
175,6,2,4,12,4,3,3
175,2,2,0,4,0,0,0
175,0,4,0,0,0,0,0
175,6,4,10,12,10,9,9
175,5,2,2,10,2,2,2
175,3,6,5,6,3,4,4
175,5,6,9,10,12,10,10
175,10,2,6,20,10,9,9
175,3,4,2,6,2,1,1
175,6,4,10,12,10,9,9
175,4,2,1,8,1,1,1
175,5,4,6,10,7,6,6
175,5,2,2,10,2,2,2
175,4,4,5,8,5,4,4
175,3,4,1,6,2,1,1
175,6,4,10,12,10,9,9
175,10,4,20,20,20,18,18
175,5,2,2,10,2,2,2
175,5,4,6,10,7,6,6
175,9,4,14,18,18,16,16
175,5,6,9,10,12,10,10
175,8,4,13,16,15,13,13
175,7,6,17,14,19,18,18
175,5,4,6,10,7,6,6
175,10,6,30,20,30,28,28
175,0,2,0,0,0,0,0
175,4,4,3,8,5,4,4
175,3,2,0,6,0,1,1
175,6,2,4,12,4,3,3
175,6,6,14,12,16,14,14
175,8,2,6,16,7,6,6
175,2,4,0,4,0,0,0
175,2,4,0,4,0,0,0
175,1,4,0,2,0,0,0
175,6,2,4,12,4,3,3
175,5,4,6,10,7,6,6
175,5,4,6,10,7,6,6
175,9,6,27,18,26,25,25
175,2,4,0,4,0,0,0
175,5,6,9,10,12,10,10
175,1,6,0,2,0,0,0
175,8,4,13,16,15,13,13
175,9,2,9,18,8,8,8
175,6,6,14,12,16,14,14
175,9,4,18,18,18,16,16
175,10,4,20,20,20,18,18
175,10,2,10,20,10,9,9
175,5,4,6,10,7,6,6
175,4,4,3,8,5,4,4
175,2,6,0,4,0,2,2
175,10,4,24,20,20,18,18
175,1,4,0,2,0,0,0
175,3,4,1,6,2,1,1
175,4,6,5,8,4,6,6
175,3,4,1,6,2,1,1
175,7,4,11,14,12,11,11
175,2,4,0,4,0,0,0
175,10,4,20,20,20,18,18
175,7,4,11,14,12,11,11
175,2,2,0,4,0,0,0
175,7,2,6,14,5,5,5
175,5,4,6,10,7,6,6
175,5,6,9,10,12,10,10
175,9,4,18,18,18,16,16
175,8,6,19,16,23,22,22
175,6,4,10,12,10,9,9
175,10,6,24,20,30,28,28
175,3,2,0,6,0,1,1
175,1,2,0,2,0,0,0
175,0,6,0,0,0,0,0
175,4,2,0,8,1,1,1
175,8,4,13,16,15,13,13
176,4,4,6,8,6,8,6
176,2,4,2,4,2,4,1
176,5,4,8,10,8,10,8
176,6,2,7,12,6,6,7
176,5,6,9,10,15,15,10
176,5,2,6,10,5,5,6
176,1,2,0,2,1,1,0
176,8,2,8,16,8,8,9
176,5,2,5,10,5,5,6
176,4,4,6,8,6,8,6
176,6,6,11,12,18,18,12
176,6,4,10,12,10,12,10
176,5,6,9,10,15,15,10
176,6,2,6,12,6,6,7
176,7,4,11,14,12,14,12
176,10,4,20,20,20,20,20
176,2,4,1,4,2,4,1
176,5,4,8,10,8,10,8
176,4,6,7,8,12,12,8
176,8,4,13,16,14,16,14
176,5,6,9,10,15,15,10
176,10,6,24,20,30,30,20
176,0,2,0,0,0,0,0
176,9,4,18,18,17,18,17
176,1,4,0,2,1,2,0
176,10,2,10,20,10,10,12
176,6,6,11,12,18,18,12
176,8,4,13,16,14,16,14
176,3,4,2,6,4,6,3
176,9,4,18,18,17,18,17
176,0,4,0,0,0,0,0
176,0,4,0,0,0,0,0
176,8,4,13,16,14,16,14
176,1,4,0,2,1,2,0
176,7,2,7,14,7,7,8
176,10,6,18,20,30,30,20
176,7,6,13,14,21,21,14
176,2,2,1,4,2,2,2
176,10,4,20,20,20,20,20
176,3,4,4,6,4,6,3
176,2,2,1,4,2,2,2
176,6,4,10,12,10,12,10
176,6,4,10,12,10,12,10
176,10,6,18,20,30,30,20
176,7,4,11,14,12,14,12
176,0,6,0,0,0,0,0
176,5,4,8,10,8,10,8
176,3,2,1,6,3,3,4
176,5,2,4,10,5,5,6
176,6,2,6,12,6,6,7
176,2,6,2,4,6,6,4
176,3,4,2,6,4,6,3
176,2,4,1,4,2,4,1
176,9,6,16,18,27,27,18
176,5,4,8,10,8,10,8
176,4,6,10,8,12,12,8
176,10,4,20,20,20,20,20
176,10,4,20,20,20,20,20
176,9,2,9,18,9,9,10
176,3,4,2,6,4,6,3
176,4,4,10,8,6,8,6
176,5,4,8,10,8,10,8
176,4,2,4,8,4,4,5
176,8,6,14,16,24,24,16
176,2,4,1,4,2,4,1
176,4,4,6,8,6,8,6
176,5,4,8,10,8,10,8
176,5,2,5,10,5,5,6
176,3,2,1,6,3,3,4
176,3,6,4,6,9,9,6
176,5,4,8,10,8,10,8
176,6,4,10,12,10,12,10
176,1,6,0,2,3,3,2
176,10,2,10,20,10,10,12
176,4,2,4,8,4,4,5
176,9,4,18,18,17,18,17
176,5,6,9,10,15,15,10
176,4,6,7,8,12,12,8
176,3,6,4,6,9,9,6
176,5,4,8,10,8,10,8
177,8,6,10,16,24,24,16
177,10,2,0,20,10,10,5
177,10,4,16,20,20,20,10
177,8,4,10,16,16,16,8
177,10,6,6,20,30,30,20
177,4,2,0,8,4,4,1
177,3,4,1,6,6,6,3
177,6,4,5,12,12,12,6
177,9,4,11,18,18,18,9
177,10,4,12,20,20,20,10
177,7,2,1,14,7,7,3
177,3,6,2,6,9,9,6
177,4,4,3,8,8,8,4
177,6,2,1,12,6,6,2
177,3,2,2,6,3,3,0
177,2,4,0,4,4,4,2
177,2,4,0,4,4,4,2
177,5,4,2,10,10,10,5
177,4,6,5,8,12,12,8
177,10,4,16,20,20,20,10
177,10,4,16,20,20,20,10
177,6,6,7,12,18,18,12
177,7,4,6,14,14,14,7
177,3,6,2,6,9,9,6
177,5,2,3,10,5,5,2
177,3,4,4,6,6,6,3
177,4,2,2,8,4,4,1
177,4,4,5,8,8,8,4
177,5,4,4,10,10,10,5
177,6,2,8,12,6,6,2
177,1,2,0,2,1,1,0
177,9,4,7,18,18,18,9
177,8,2,2,16,8,8,4
177,10,2,2,20,10,10,5
177,7,6,13,14,21,21,14
177,5,2,1,10,5,5,2
177,5,4,2,10,10,10,5
177,5,2,0,10,5,5,2
177,3,2,0,6,3,3,0
177,1,4,0,2,2,2,1
177,5,2,1,10,5,5,2
177,4,6,2,8,12,12,8
177,6,4,5,12,12,12,6
177,5,4,4,10,10,10,5
177,6,4,5,12,12,12,6
177,10,6,12,20,30,30,20
177,1,4,0,2,2,2,1
177,6,4,7,12,12,12,6
177,9,6,16,18,27,27,18
177,0,2,0,0,0,0,0
177,5,6,0,10,15,15,10
177,4,6,5,8,12,12,8
177,5,6,6,10,15,15,10
177,9,4,7,18,18,18,9
177,0,6,0,0,0,0,0
177,8,4,6,16,16,16,8
177,5,4,4,10,10,10,5
177,2,2,0,4,2,2,0
177,2,6,0,4,6,6,4
177,2,4,0,4,4,4,2
177,10,6,24,20,30,30,20
177,0,4,0,0,0,0,0
177,6,6,7,12,18,18,12
177,7,4,8,14,14,14,7
177,4,4,3,8,8,8,4
177,1,6,0,2,3,3,2
177,8,4,6,16,16,16,8
177,3,4,1,6,6,6,3
177,5,4,10,10,10,10,5
177,2,4,0,4,4,4,2
177,4,4,3,8,8,8,4
177,9,2,2,18,9,9,4
177,5,6,6,10,15,15,10
177,6,2,2,12,6,6,2
177,2,2,0,4,2,2,0
177,5,6,9,10,15,15,10
177,0,4,0,0,0,0,0
177,5,4,2,10,10,10,5
177,3,4,1,6,6,6,3
177,5,4,2,10,10,10,5
178,4,2,3,8,4,8,4
178,2,4,4,4,4,4,2
178,5,2,7,10,5,10,5
178,10,6,30,20,30,30,20
178,2,4,2,4,4,4,2
178,8,2,10,16,8,16,8
178,6,2,6,12,6,12,6
178,5,4,8,10,10,10,9
178,6,4,12,12,11,12,10
178,8,4,13,16,16,16,17
178,2,2,1,4,2,4,2
178,4,4,5,8,8,8,7
178,7,4,11,14,14,14,14
178,3,4,5,6,6,5,6
178,4,6,10,8,12,12,8
178,4,4,10,8,8,8,7
178,5,4,10,10,10,10,9
178,4,2,5,8,4,8,4
178,3,2,6,6,3,6,3
178,0,4,0,0,0,0,0
178,2,6,5,4,6,6,4
178,10,4,20,20,22,20,22
178,5,4,12,10,10,10,9
178,5,4,10,10,10,10,9
178,1,6,2,2,3,3,2
178,0,4,0,0,0,0,0
178,3,2,4,6,3,6,3
178,2,2,2,4,2,4,2
178,8,6,19,16,24,24,16
178,10,4,24,20,22,20,22
178,10,6,30,20,30,30,20
178,9,4,18,18,18,18,18
178,5,4,8,10,10,10,9
178,9,4,14,18,18,18,18
178,1,2,0,2,1,2,1
178,6,6,18,12,18,18,12
178,4,4,8,8,8,8,7
178,7,6,17,14,21,21,14
178,6,4,14,12,11,12,10
178,0,2,0,0,0,0,0
178,1,4,2,2,2,2,2
178,5,2,5,10,5,10,5
178,5,4,10,10,10,10,9
178,4,6,10,8,12,12,8
178,8,4,13,16,16,16,17
178,9,6,16,18,27,27,18
178,3,4,4,6,6,5,6
178,5,6,9,10,15,15,10
178,5,6,12,10,15,15,10
178,2,4,3,4,4,4,2
178,5,2,5,10,5,10,5
178,3,4,5,6,6,5,6
178,10,6,30,20,30,30,20
178,7,2,10,14,7,14,7
178,10,2,10,20,10,20,10
178,6,4,14,12,11,12,10
178,10,4,16,20,22,20,22
178,6,6,14,12,18,18,12
178,10,2,8,20,10,20,10
178,6,4,12,12,11,12,10
178,6,2,5,12,6,12,6
178,5,6,12,10,15,15,10
178,4,6,12,8,12,12,8
178,3,4,5,6,6,5,6
178,1,4,1,2,2,2,2
178,10,4,16,20,22,20,22
178,6,2,6,12,6,12,6
178,5,4,12,10,10,10,9
178,9,2,11,18,9,18,9
178,7,4,14,14,14,14,14
178,5,4,10,10,10,10,9
178,0,6,0,0,0,0,0
178,8,4,13,16,16,16,17
178,9,4,22,18,18,18,18
178,2,4,3,4,4,4,2
178,5,2,5,10,5,10,5
178,5,6,12,10,15,15,10
178,4,4,10,8,8,8,7
178,3,6,7,6,9,9,6
178,3,6,7,6,9,9,6
179,7,6,17,13,19,19,19
179,3,2,1,2,0,0,0
179,2,4,3,0,0,0,0
179,4,6,7,3,9,9,9
179,5,4,6,8,7,7,7
179,6,6,14,10,16,16,16
179,8,4,10,18,17,17,17
179,10,6,24,20,30,30,30
179,5,4,8,8,7,7,7
179,10,4,16,20,20,20,20
179,1,4,1,1,0,0,0
179,6,2,4,10,4,4,4
179,6,4,10,10,10,10,10
179,5,4,8,8,7,7,7
179,7,4,11,14,13,14,14
179,6,2,4,10,4,4,4
179,0,4,0,0,0,0,0
179,4,4,6,6,5,5,5
179,6,2,4,10,4,4,4
179,5,4,8,8,7,7,7
179,9,4,14,18,18,18,18
179,5,4,8,8,7,7,7
179,0,4,0,0,0,0,0
179,10,4,20,20,20,20,20
179,3,4,4,3,2,2,2
179,7,2,4,13,5,5,5
179,3,4,5,3,2,2,2
179,8,2,6,15,7,7,7
179,5,6,12,8,12,12,12
179,2,4,1,0,0,0,0
179,1,6,1,1,0,0,0
179,7,4,11,14,13,14,14
179,6,4,10,10,10,10,10
179,6,4,10,10,10,10,10
179,10,2,10,20,10,10,10
179,5,4,8,8,7,7,7
179,10,2,10,20,10,10,10
179,5,6,12,8,12,12,12
179,3,2,1,2,0,0,0
179,5,2,3,7,3,3,3
179,5,2,5,7,3,3,3
179,4,6,10,3,9,9,9
179,4,4,6,6,5,5,5
179,2,4,0,0,0,0,0
179,5,6,12,8,12,12,12
179,2,2,1,1,0,0,0
179,10,4,20,20,20,20,20
179,4,2,2,5,1,1,1
179,4,6,10,3,9,9,9
179,5,6,12,8,12,12,12
179,6,6,18,10,16,16,16
179,0,2,0,0,0,0,0
179,2,6,5,0,1,1,1
179,4,4,5,6,5,5,5
179,8,4,13,18,17,17,17
179,4,2,2,5,1,1,1
179,5,2,2,7,3,3,3
179,2,2,1,1,0,0,0
179,3,4,4,3,2,2,2
179,1,2,0,1,0,0,0
179,8,6,19,15,23,23,23
179,9,6,27,18,28,28,28
179,5,4,6,8,7,7,7
179,0,6,0,0,0,0,0
179,10,6,30,20,30,30,30
179,1,4,1,1,0,0,0
179,2,4,2,0,0,0,0
179,3,4,4,3,2,2,2
