sub,role,trial,unfairness,choice,choice_RT
54,self,13,60,1,2.644
54,self,14,65,1,2.874
54,self,15,95,1,2.599
54,self,16,70,1,3.133
54,self,17,55,1,2.416
54,self,18,80,1,2.859
54,self,19,90,1,1.945
54,self,20,75,1,3.01
55,self,1,85,1,5.29
55,self,2,50,0,2.833
55,self,3,70,0,2.722
55,self,4,85,1,3.964
55,self,5,55,0,1.584
55,self,6,75,0,1.508
55,self,7,95,1,2.015
55,self,8,65,0,1.833
55,self,9,65,0,1.765
55,self,10,75,0,2.823
55,self,11,95,1,2.452
55,self,12,90,1,1.492
55,self,13,60,0,1.453
55,self,14,50,0,2.052
55,self,15,60,0,1.807
55,self,16,55,0,2.074
55,self,17,70,0,9.03
55,self,18,80,0,2.913
55,self,19,90,1,1.837
55,self,20,80,1,1.822
56,self,1,85,0,2.993
56,self,2,80,0,2.827
56,self,3,80,1,1.954
56,self,4,95,1,3.684
56,self,5,75,0,1.941
56,self,6,60,0,1.615
56,self,7,50,0,1.854
56,self,8,70,0,1.338
56,self,9,55,0,1.821
56,self,10,50,0,1.735
56,self,11,65,0,2.251
56,self,12,55,0,1.981
56,self,13,95,1,1.748
56,self,14,75,0,1.766
56,self,15,60,0,1.346
56,self,16,70,0,1.224
56,self,17,90,1,1.682
56,self,18,85,1,2.48
56,self,19,65,0,2.562
56,self,20,90,1,1.73
57,self,1,55,0,2.734
57,self,2,80,0,3.125
57,self,3,90,0,1.836
57,self,4,85,0,1.772
57,self,5,60,0,1.736
57,self,6,55,0,1.996
57,self,7,50,0,2.012
57,self,8,65,0,1.657
57,self,9,95,1,2.499
57,self,10,95,1,2.306
57,self,11,85,0,2.66
57,self,12,75,0,2.094
57,self,13,75,0,4.569
57,self,14,65,0,1.924
57,self,15,80,0,2.245
57,self,16,50,0,1.652
57,self,17,70,0,1.828
57,self,18,70,0,1.847
57,self,19,60,0,2.156
57,self,20,90,0,1.598
58,self,1,80,0,47.546
58,self,2,65,0,3.059
58,self,3,65,0,2.905
58,self,4,55,0,2.442
58,self,5,75,0,2.244
58,self,6,55,0,3.463
58,self,7,80,0,2.435
58,self,8,85,0,2.39
58,self,9,50,0,2.937
58,self,10,70,0,2.422
58,self,11,60,0,2.576
58,self,12,95,1,3.171
58,self,13,95,1,2.101
58,self,14,70,0,3.051
58,self,15,75,0,2.596
58,self,16,90,1,4.484
58,self,17,90,1,2.874
58,self,18,85,0,1.948
58,self,19,60,0,1.892
58,self,20,50,0,1.806
59,self,1,65,0,4.078
59,self,2,85,0,2.895
59,self,3,55,0,3.922
59,self,4,50,0,2.891
59,self,5,60,0,3.587
59,self,6,70,0,2.365
59,self,7,80,0,2.696
59,self,8,85,0,2.325
59,self,9,80,0,3.152
59,self,10,75,0,2.589
59,self,11,55,0,3.208
59,self,12,95,1,4.25
59,self,13,95,0,2.413
59,self,14,50,0,2.639
59,self,15,65,0,3.12
59,self,16,60,0,2.896
59,self,17,75,0,2.557
59,self,18,90,0,3.059
59,self,19,70,0,2.687
59,self,20,90,0,3.065
60,self,1,70,1,4.401
60,self,2,90,1,2.827
60,self,3,90,0,2.859
60,self,4,65,1,3.464
60,self,5,85,1,2.95
60,self,6,60,1,2.736
60,self,7,80,1,3.484
60,self,8,75,1,2.246
60,self,9,65,1,2.672
60,self,10,85,1,3.582
60,self,11,50,0,2.655
60,self,12,95,1,3.588
60,self,13,60,1,3.248
60,self,14,75,1,2.751
60,self,15,55,1,3.789
60,self,16,80,1,2.604
60,self,17,95,1,2.905
60,self,18,70,1,3.379
60,self,19,55,1,2.056
60,self,20,50,0,2.265
61,self,1,80,1,2.316
61,self,2,60,1,9.562
61,self,3,50,0,2.238
61,self,4,70,1,2.112
61,self,5,75,1,1.655
61,self,6,90,1,1.993
61,self,7,95,1,2.231
61,self,8,65,1,2.37
61,self,9,65,1,1.976
61,self,10,55,0,2.353
61,self,11,70,1,2.73
61,self,12,55,0,1.538
61,self,13,50,0,2.265
61,self,14,85,1,1.578
61,self,15,95,1,2.437
61,self,16,80,1,2.862
61,self,17,85,1,1.609
61,self,18,75,1,1.623
61,self,19,60,1,1.196
61,self,20,90,1,1.864
62,self,1,60,1,4.652
62,self,2,75,0,1.785
62,self,3,95,1,2.709
62,self,4,95,1,3.455
62,self,5,90,1,2.807
62,self,6,70,1,2.823
62,self,7,85,1,1.988
62,self,8,65,1,2.46
62,self,9,50,0,1.843
62,self,10,65,1,3.616
62,self,11,75,1,2.484
62,self,12,70,1,4.639
62,self,13,50,0,4.731
62,self,14,80,1,2.196
62,self,15,90,1,2.196
62,self,16,60,1,2.711
62,self,17,85,1,2.615
62,self,18,80,1,8.461
62,self,19,55,1,2.622
62,self,20,55,1,2.638
63,self,1,95,0,6.324
63,self,2,65,0,3.711
63,self,3,85,0,2.114
63,self,4,90,0,2.659
63,self,5,55,0,2.25
63,self,6,70,0,2.488
63,self,7,95,0,1.983
63,self,8,75,0,2.615
63,self,9,90,0,2.096
63,self,10,75,0,2.03
63,self,11,65,0,3.852
63,self,12,60,0,2.184
63,self,13,50,0,2.478
63,self,14,85,0,1.985
63,self,15,50,0,2.225
63,self,16,60,0,2.44
63,self,17,80,0,1.765
63,self,18,80,0,1.785
63,self,19,55,0,1.929
63,self,20,70,0,2.249
64,self,1,80,1,3.563
64,self,2,75,1,2.533
64,self,3,60,0,3.432
64,self,4,90,1,2.491
64,self,5,50,0,2.584
64,self,6,55,0,2.126
64,self,7,50,0,2.222
64,self,8,75,1,1.979
64,self,9,65,1,2.03
64,self,10,80,1,1.982
64,self,11,95,1,1.815
64,self,12,65,1,2.401
64,self,13,70,1,2.277
64,self,14,55,0,2.455
64,self,15,95,1,3.337
64,self,16,70,1,2.484
64,self,17,60,0,2.49
64,self,18,85,1,2.22
64,self,19,85,1,2.31
64,self,20,90,1,2.526
65,self,1,60,1,4.031
65,self,2,80,1,1.804
65,self,3,80,1,4.301
65,self,4,90,1,2.649
65,self,5,90,1,1.925
65,self,6,85,1,2.316
65,self,7,55,1,2.921
65,self,8,50,0,2.247
65,self,9,60,1,2.1
65,self,10,65,1,2.568
65,self,11,55,1,3.256
65,self,12,70,1,2.094
65,self,13,75,1,2.679
65,self,14,50,0,2.622
65,self,15,65,1,1.987
65,self,16,95,1,3.053
65,self,17,85,1,2.094
65,self,18,70,1,1.922
65,self,19,95,1,1.998
65,self,20,75,1,2.205
66,self,1,65,0,3.436
66,self,2,55,0,3.578
66,self,3,75,0,3.604
66,self,4,85,0,2.269
66,self,5,75,0,2.012
66,self,6,65,0,2.367
66,self,7,60,0,2.219
66,self,8,55,0,1.653
66,self,9,95,1,2.652
66,self,10,80,0,2.128
66,self,11,70,0,2.245
66,self,12,95,1,2.735
66,self,13,60,0,1.919
66,self,14,80,0,2.394
66,self,15,85,0,1.972
66,self,16,50,0,2.254
66,self,17,70,0,2.047
66,self,18,50,0,1.966
66,self,19,90,1,2.242
66,self,20,90,1,1.96
67,self,1,80,0,3.144
67,self,2,95,0,2.853
67,self,3,50,0,3.941
67,self,4,50,0,2.613
67,self,5,85,0,2.619
67,self,6,55,0,2.566
67,self,7,60,0,2.199
67,self,8,90,0,2.78
67,self,9,65,0,2.677
67,self,10,75,0,2.763
67,self,11,85,0,2.753
67,self,12,70,0,2.242
67,self,13,75,0,2.193
67,self,14,95,0,2.602
67,self,15,90,0,2.276
67,self,16,65,0,2.777
67,self,17,70,0,2.519
67,self,18,60,0,2.998
67,self,19,80,0,2.088
67,self,20,55,0,3.373
68,self,1,85,1,3.895
68,self,2,50,0,3.166
68,self,3,80,1,4.745
68,self,4,90,1,2.518
68,self,5,55,0,2.628
68,self,6,60,0,2.089
68,self,7,80,1,3.323
68,self,8,50,0,3.177
68,self,9,75,1,3.961
68,self,10,65,0,12.191
68,self,11,65,1,3.285
68,self,12,60,0,2.522
68,self,13,95,1,7.491
68,self,14,55,0,2.195
68,self,15,70,1,6.003
68,self,16,95,1,2.541
68,self,17,75,1,3.227
68,self,18,85,1,2.029
68,self,19,90,1,2.933
68,self,20,70,1,2.538
69,self,1,60,0,4.124
69,self,2,55,0,3.282
69,self,3,80,0,5.714
69,self,4,55,0,3.071
69,self,5,75,0,2.461
69,self,6,65,0,2.683
69,self,7,50,0,2.969
69,self,8,65,0,3.502
69,self,9,85,1,5.623
69,self,10,90,1,2.569
69,self,11,50,0,2.324
69,self,12,75,0,2.199
69,self,13,70,0,2.147
69,self,14,85,0,3.122
69,self,15,60,0,2.064
69,self,16,95,1,3.047
69,self,17,90,1,4.396
69,self,18,70,0,2.053
69,self,19,80,0,2.998
69,self,20,95,1,3.772
70,self,1,80,1,7.173
70,self,2,75,0,5.495
70,self,3,50,0,2.976
70,self,4,90,1,4.643
70,self,5,65,0,3.426
70,self,6,85,1,4.118
70,self,7,70,0,3.119
70,self,8,50,0,3.298
70,self,9,70,0,3.512
70,self,10,90,1,3.155
70,self,11,60,0,3.12
70,self,12,65,0,3.069
70,self,13,55,0,3.1
70,self,14,75,1,4.109
70,self,15,80,1,3.649
70,self,16,55,0,3.031
70,self,17,95,1,3.129
70,self,18,95,1,2.812
70,self,19,60,0,2.731
70,self,20,85,1,2.75
71,self,1,90,0,7.242
71,self,2,95,0,3.546
71,self,3,50,0,101.584
71,self,4,50,0,3.003
71,self,5,90,0,3.102
71,self,6,85,0,1.707
71,self,7,80,0,1.993
71,self,8,80,0,1.651
71,self,9,60,0,1.876
71,self,10,95,0,2.17
71,self,11,65,0,1.553
71,self,12,60,0,2.442
71,self,13,70,0,1.868
71,self,14,85,0,1.395
71,self,15,70,0,1.827
71,self,16,55,0,1.777
71,self,17,75,0,2.691
71,self,18,55,0,1.56
71,self,19,75,0,2.368
71,self,20,65,0,1.312
73,self,1,75,0,5.355
73,self,2,85,0,4.496
73,self,3,50,0,3.247
73,self,4,60,0,4.194
73,self,5,80,0,2.632
73,self,6,95,1,4.786
73,self,7,95,1,2.996
73,self,8,90,1,3.587
73,self,9,80,0,3.74
73,self,10,55,0,3.161
73,self,11,65,0,2.966
73,self,12,75,0,3.092
73,self,13,90,1,3.284
73,self,14,50,0,3.697
73,self,15,85,0,3.358
73,self,16,70,0,3.565
73,self,17,55,0,3.21
73,self,18,65,0,3.078
73,self,19,60,0,3.407
73,self,20,70,0,6.093
74,self,1,60,0,6.012
74,self,2,75,0,3.759
74,self,3,95,1,3.349
74,self,4,50,0,5.306
74,self,5,70,0,4.677
74,self,6,90,1,4.164
74,self,7,60,0,2.297
74,self,8,85,0,3.087
74,self,9,80,0,2.152
74,self,10,85,1,3.73
74,self,11,65,0,2.956
74,self,12,70,0,2.16
74,self,13,55,0,3.068
74,self,14,90,0,2.594
74,self,15,55,0,3.251
74,self,16,80,0,2.535
74,self,17,95,1,3.179
74,self,18,65,0,2.949
74,self,19,75,0,2.095
74,self,20,50,0,3.316
75,self,1,70,0,5.642
75,self,2,65,0,3.793
75,self,3,80,0,5.023
75,self,4,85,0,4.263
75,self,5,70,0,3.135
75,self,6,55,0,2.666
75,self,7,80,0,2.728
75,self,8,65,0,3.474
75,self,9,60,0,2.972
75,self,10,95,1,5.353
75,self,11,60,0,3.51
75,self,12,95,1,5.006
75,self,13,50,0,4.4
75,self,14,90,0,2.65
75,self,15,55,0,3.046
75,self,16,90,0,3.027
75,self,17,75,0,4.058
75,self,18,50,0,2.646
75,self,19,85,0,3.18
75,self,20,75,0,3.188
76,self,1,70,0,2.449
76,self,2,85,0,2.36
76,self,3,60,0,4.39
76,self,4,55,0,3.007
76,self,5,75,0,2.461
76,self,6,80,0,2.657
76,self,7,90,0,2.131
76,self,8,90,0,3.31
76,self,9,75,0,3.364
76,self,10,65,0,3.036
76,self,11,95,0,1.968
76,self,12,55,0,5.863
76,self,13,50,0,2.691
76,self,14,85,0,7.067
76,self,15,60,0,2.451
76,self,16,65,0,3.012
76,self,17,80,0,2.972
76,self,18,95,0,2.783
76,self,19,70,0,2.994
76,self,20,50,0,2.857
77,self,1,70,0,3.847
77,self,2,75,0,2.404
77,self,3,50,0,2.555
77,self,4,70,0,2.997
77,self,5,75,0,2.689
77,self,6,95,1,2.885
77,self,7,90,1,1.474
77,self,8,60,0,3.443
77,self,9,65,0,1.445
77,self,10,50,0,54.903
77,self,11,80,0,3.978
77,self,12,95,1,4.49
77,self,13,85,1,3.89
77,self,14,65,0,2.65
77,self,15,80,0,1.84
77,self,16,90,1,38.129
77,self,17,85,0,2.002
77,self,18,55,0,2.125
77,self,19,60,0,1.7
77,self,20,55,0,1.457
78,self,1,95,0,3.612
78,self,2,75,0,2.876
78,self,3,90,0,2.081
78,self,4,50,0,6.957
78,self,5,65,0,2.678
78,self,6,55,0,2.184
78,self,7,85,0,5.997
78,self,8,50,0,2.074
78,self,9,60,0,2.22
78,self,10,80,0,2.023
78,self,11,70,0,2.054
78,self,12,75,0,2.544
78,self,13,85,0,1.848
78,self,14,60,0,2.671
78,self,15,65,0,1.993
78,self,16,90,0,2.563
78,self,17,55,0,1.577
78,self,18,80,0,2.411
78,self,19,95,0,1.894
78,self,20,70,0,2.168
79,self,1,95,0,12.593
79,self,2,65,0,3.763
79,self,3,85,0,4.522
79,self,4,50,0,5.19
79,self,5,80,0,4.055
79,self,6,70,0,3.094
79,self,7,70,0,2.965
79,self,8,55,0,3.55
79,self,9,80,0,6.29
79,self,10,85,0,2.807
79,self,11,55,0,3.528
79,self,12,60,0,2.243
79,self,13,90,0,2.342
79,self,14,75,0,1.922
79,self,15,95,0,2.449
79,self,16,90,0,1.898
79,self,17,75,0,2.513
79,self,18,50,0,4.886
79,self,19,60,0,2.44
79,self,20,65,0,2.677
80,self,1,80,0,2.817
80,self,2,90,0,3.426
80,self,3,55,0,4.721
80,self,4,75,0,3.024
80,self,5,85,0,2.311
80,self,6,50,0,2.192
80,self,7,50,0,1.857
80,self,8,60,0,2.387
80,self,9,65,0,2.159
80,self,10,80,0,2.274
80,self,11,85,0,2.235
80,self,12,95,0,2.16
80,self,13,75,0,3.774
80,self,14,70,0,1.745
80,self,15,65,0,2.146
80,self,16,95,0,2.177
80,self,17,60,0,2.521
80,self,18,55,0,2.229
80,self,19,70,0,1.959
80,self,20,90,0,2.215
81,self,1,85,1,4.421
81,self,2,75,1,3.862
81,self,3,50,0,3.694
81,self,4,65,1,4.012
81,self,5,60,0,4.275
81,self,6,75,1,4.2
81,self,7,85,1,3.776
81,self,8,95,1,3.405
81,self,9,55,0,3.471
81,self,10,70,1,3.169
81,self,11,65,1,5.29
81,self,12,70,1,4.035
81,self,13,95,1,3.499
81,self,14,80,1,2.955
81,self,15,55,0,3.373
81,self,16,50,0,2.661
81,self,17,80,1,3.619
81,self,18,60,0,3.953
81,self,19,90,1,3.658
81,self,20,90,1,3.804
82,self,1,75,0,10.06
82,self,2,70,0,5.274
82,self,3,90,0,7.491
82,self,4,70,0,5.186
82,self,5,95,0,4.147
82,self,6,80,0,5.188
82,self,7,55,0,5.219
82,self,8,60,0,4.915
82,self,9,75,0,4.676
82,self,10,60,0,4.849
82,self,11,85,0,6.469
82,self,12,65,0,4.3
82,self,13,90,0,4.935
82,self,14,80,0,5.569
82,self,15,85,0,6.291
82,self,16,50,0,3.764
82,self,17,65,0,7.014
82,self,18,50,0,6.348
82,self,19,95,0,4.788
82,self,20,55,0,7.258
83,self,1,70,0,2.357
83,self,2,90,1,2.296
83,self,3,80,0,2.287
83,self,4,55,0,2.606
83,self,5,60,0,2.164
83,self,6,60,0,2.869
83,self,7,75,0,1.644
83,self,8,75,0,2.393
83,self,9,85,1,2.167
83,self,10,65,0,2.646
83,self,11,90,1,3.839
83,self,12,85,1,2.372
83,self,13,95,1,3.893
83,self,14,50,0,2.071
83,self,15,65,0,1.955
83,self,16,95,1,2.545
83,self,17,55,0,1.984
83,self,18,50,0,2.683
83,self,19,80,0,2.157
83,self,20,70,0,3.436
85,self,1,90,1,4.549
85,self,2,55,0,1.953
85,self,3,65,0,2.341
85,self,4,80,1,2.836
85,self,5,90,1,1.492
85,self,6,95,1,1.301
85,self,7,85,1,1.508
85,self,8,85,1,2.344
85,self,9,95,1,1.165
85,self,10,60,0,1.382
85,self,11,75,1,1.723
85,self,12,50,0,2.133
85,self,13,65,1,1.407
85,self,14,70,1,2.551
85,self,15,80,1,1.658
85,self,16,50,0,1.155
85,self,17,55,0,1.407
85,self,18,70,1,2.506
85,self,19,75,1,1.804
85,self,20,60,0,1.339
86,self,1,65,0,3.049
86,self,2,90,1,4.54
86,self,3,75,0,10.558
86,self,4,60,0,2.652
86,self,5,95,1,2.624
86,self,6,70,0,2.895
86,self,7,85,1,3.401
86,self,8,85,0,3.002
86,self,9,55,0,2.842
86,self,10,70,0,20.955
86,self,11,65,0,2.004
86,self,12,95,1,2.285
86,self,13,60,0,2.683
86,self,14,50,0,2.014
86,self,15,80,0,2.565
86,self,16,75,0,2.388
86,self,17,55,0,7.643
86,self,18,80,1,3.016
86,self,19,90,1,2.321
86,self,20,50,0,2.356
87,self,1,85,0,2.842
87,self,2,70,0,2.847
87,self,3,65,0,4.76
87,self,4,90,0,3.594
87,self,5,80,0,2.986
87,self,6,70,0,2.39
87,self,7,75,0,5.057
87,self,8,90,0,2.975
87,self,9,60,0,4.035
87,self,10,50,0,2.4
87,self,11,50,0,2.37
87,self,12,65,0,2.451
87,self,13,55,0,3.218
87,self,14,75,0,1.905
87,self,15,95,1,4.874
87,self,16,55,0,2.462
87,self,17,95,1,4.597
87,self,18,60,0,2.02
87,self,19,80,0,2.907
87,self,20,85,0,2.461
88,self,1,95,0,5.896
88,self,2,65,0,3.271
88,self,3,95,0,11.32
88,self,4,85,0,7.362
88,self,5,85,0,2.144
88,self,6,80,0,2.118
88,self,7,50,0,2.678
88,self,8,60,0,2.542
88,self,9,80,0,1.74
88,self,10,65,0,2.627
88,self,11,55,0,2.004
88,self,12,75,0,2.455
88,self,13,90,0,2.923
88,self,14,70,0,2.343
88,self,15,50,0,4.461
88,self,16,55,0,2.409
88,self,17,90,0,2.115
88,self,18,60,0,2.643
88,self,19,70,0,2.121
88,self,20,75,0,2.131
89,self,1,85,1,4.083
89,self,2,70,1,1.634
89,self,3,60,1,8.44
89,self,4,75,1,1.937
89,self,5,60,1,2.124
89,self,6,55,0,2.471
89,self,7,90,1,1.344
89,self,8,50,0,1.982
89,self,9,65,1,1.481
89,self,10,55,0,2.249
89,self,11,85,1,2.01
89,self,12,80,1,2.047
89,self,13,90,1,1.46
89,self,14,95,1,4.064
89,self,15,95,1,3.35
89,self,16,80,1,2.128
89,self,17,70,1,1.819
89,self,18,65,1,4.826
89,self,19,75,1,1.439
89,self,20,50,0,2.407
90,self,1,80,0,6.177
90,self,2,60,0,4.049
90,self,3,75,0,2.875
90,self,4,90,0,2.67
90,self,5,75,0,2.597
90,self,6,80,0,6.442
90,self,7,95,0,3.964
90,self,8,70,0,3.02
90,self,9,90,0,2.461
90,self,10,50,0,2.415
90,self,11,60,0,2.106
90,self,12,55,0,2.352
90,self,13,85,0,2.955
90,self,14,65,0,2.348
90,self,15,70,0,2.192
90,self,16,95,0,2.699
90,self,17,55,0,2.028
90,self,18,50,0,2.531
90,self,19,85,0,2.898
90,self,20,65,0,2.285
91,self,1,55,0,3.948
91,self,2,70,0,10.241
91,self,3,95,0,7.524
91,self,4,50,0,6.661
91,self,5,75,0,7.196
91,self,6,65,0,3.427
91,self,7,75,0,3.866
91,self,8,90,0,4.958
91,self,9,90,0,3.243
91,self,10,60,0,5.163
91,self,11,80,0,3.023
91,self,12,85,0,3.104
91,self,13,85,0,5.271
91,self,14,95,0,3.835
91,self,15,80,0,2.443
91,self,16,55,0,2.349
91,self,17,50,0,2.688
91,self,18,60,0,3.024
91,self,19,65,0,2.765
91,self,20,70,0,2.584
92,self,1,85,0,8.269
92,self,2,50,0,5.191
92,self,3,70,0,5.312
92,self,4,90,0,13.868
92,self,5,95,0,4.791
92,self,6,55,0,4.349
92,self,7,65,0,3.998
92,self,8,75,0,4.742
92,self,9,90,0,5.043
92,self,10,95,0,5.804
92,self,11,60,0,3.784
92,self,12,80,0,4.821
92,self,13,70,0,4.258
92,self,14,60,0,3.502
92,self,15,55,0,4.77
92,self,16,85,0,4.893
92,self,17,75,0,3.71
92,self,18,80,0,3.718
92,self,19,65,0,4.332
92,self,20,50,0,4.53
93,self,1,95,1,24.744
93,self,2,85,0,9.826
93,self,3,55,0,6.471
93,self,4,90,0,2.937
93,self,5,80,0,3.189
93,self,6,65,0,3.284
93,self,7,55,0,3.719
93,self,8,70,0,3.167
93,self,9,80,0,3.75
93,self,10,60,0,3.557
93,self,11,90,0,2.932
93,self,12,85,0,6.733
93,self,13,75,0,4.133
93,self,14,50,0,3.386
93,self,15,50,0,2.875
93,self,16,70,0,4.431
93,self,17,65,0,4.768
93,self,18,60,0,3.784
93,self,19,95,1,4.505
93,self,20,75,0,3.013
94,self,1,65,0,5.362
94,self,2,95,0,4.424
94,self,3,65,0,3.389
94,self,4,70,0,2.826
94,self,5,75,0,2.89
94,self,6,85,0,2.986
94,self,7,60,0,2.595
94,self,8,90,0,2.805
94,self,9,80,0,3.011
94,self,10,50,0,2.86
94,self,11,85,0,2.494
94,self,12,90,0,3.533
94,self,13,80,0,3.011
94,self,14,70,0,2.734
94,self,15,75,0,2.681
94,self,16,55,0,2.448
94,self,17,60,0,2.609
94,self,18,50,0,2.266
94,self,19,55,0,2.371
94,self,20,95,0,2.454
95,self,1,70,0,6.125
95,self,2,65,0,6.592
95,self,3,80,0,7
95,self,4,90,0,9.715
95,self,5,65,0,4.664
95,self,6,90,0,4.543
95,self,7,50,0,5.08
95,self,8,55,0,4.624
95,self,9,75,0,4.555
95,self,10,50,0,4.722
95,self,11,70,0,3.772
95,self,12,75,0,3.234
95,self,13,55,0,3.98
95,self,14,85,0,4.018
95,self,15,95,0,4.141
95,self,16,80,0,4.271
95,self,17,85,0,4.143
95,self,18,60,0,3.952
95,self,19,60,0,3.434
95,self,20,95,0,3.833
97,self,1,75,0,5.629
97,self,2,95,0,13.033
97,self,3,90,0,14.369
97,self,4,80,0,4.491
97,self,5,90,0,3.754
97,self,6,85,0,7.771
97,self,7,80,0,4.31
97,self,8,65,0,16.022
97,self,9,50,0,4.062
97,self,10,60,0,27.475
97,self,11,75,0,4.195
97,self,12,60,0,4.446
97,self,13,55,0,7.822
97,self,14,70,0,3.746
97,self,15,70,0,4.515
97,self,16,50,0,4.971
97,self,17,95,0,5.126
97,self,18,85,0,3.662
97,self,19,65,0,3.808
97,self,20,55,0,3.94
98,self,1,90,1,2.844
98,self,2,65,1,3.128
98,self,3,50,0,9.258
98,self,4,80,1,2.845
98,self,5,75,1,2.277
98,self,6,65,1,3.158
98,self,7,55,1,2.548
98,self,8,95,1,3.213
98,self,9,90,1,2.395
98,self,10,70,1,2.423
98,self,11,55,1,2.137
98,self,12,75,1,2.481
98,self,13,80,1,3
98,self,14,85,1,2.428
98,self,15,60,1,2.91
98,self,16,95,1,2.041
98,self,17,60,1,2.351
98,self,18,70,1,2.206
98,self,19,50,0,2.675
98,self,20,85,1,1.942
99,self,1,75,0,4.254
99,self,2,70,0,2.556
99,self,3,65,0,16.67
99,self,4,75,0,4.723
99,self,5,80,0,3.282
99,self,6,55,0,2.774
99,self,7,65,0,7.353
99,self,8,70,0,2.824
99,self,9,95,1,3.266
99,self,10,85,0,2.809
99,self,11,95,1,8.97
99,self,12,55,0,5.179
99,self,13,50,0,2.354
99,self,14,85,0,3.943
99,self,15,90,1,4.383
99,self,16,60,0,3.239
99,self,17,90,1,2.777
99,self,18,60,0,2.216
99,self,19,50,0,3.147
99,self,20,80,0,2.453
100,self,1,70,0,6.37
100,self,2,75,0,8.52
100,self,3,70,0,3.648
100,self,4,95,1,4.358
100,self,5,50,0,3.414
100,self,6,90,1,4.39
100,self,7,50,0,4.239
100,self,8,60,0,3.229
100,self,9,85,1,5.116
100,self,10,80,1,4.805
100,self,11,80,1,4.403
100,self,12,75,0,3.044
100,self,13,65,0,3.069
100,self,14,85,1,4.033
100,self,15,90,1,3.53
100,self,16,65,0,3.693
100,self,17,55,0,3.817
100,self,18,55,0,3.066
100,self,19,95,1,3.967
100,self,20,60,0,3.926
101,self,1,50,0,3.28
101,self,2,65,0,2.22
101,self,3,65,0,3.298
101,self,4,95,1,3.124
101,self,5,85,1,1.84
101,self,6,55,0,2.123
101,self,7,55,0,2.155
101,self,8,75,1,3.42
101,self,9,60,0,3.077
101,self,10,90,1,3.095
101,self,11,75,1,2.283
101,self,12,50,0,2.708
101,self,13,85,1,1.874
101,self,14,60,0,2.776
101,self,15,80,1,2.861
101,self,16,70,1,1.997
101,self,17,80,1,2.667
101,self,18,95,1,3.139
101,self,19,90,1,2.523
101,self,20,70,1,3.162
102,self,1,95,0,3.411
102,self,2,90,0,2.394
102,self,3,50,0,3.792
102,self,4,70,0,2.577
102,self,5,80,0,3.609
102,self,6,55,0,2.775
102,self,7,90,0,2.441
102,self,8,75,0,2.198
102,self,9,65,0,2.183
102,self,10,75,0,2.607
102,self,11,65,0,2.235
102,self,12,50,0,1.686
102,self,13,85,0,2.419
102,self,14,95,0,3.582
102,self,15,60,0,2.036
102,self,16,70,0,2.169
102,self,17,80,0,2.784
102,self,18,85,0,4.065
102,self,19,60,0,2.468
102,self,20,55,0,12.396
103,self,1,70,0,2.882
103,self,2,55,0,1.827
103,self,3,85,0,2.019
103,self,4,60,0,1.601
103,self,5,50,0,2.022
103,self,6,95,0,2.722
103,self,7,90,0,6.235
103,self,8,90,0,2.721
103,self,9,75,0,1.933
103,self,10,50,0,1.987
103,self,11,85,0,2.562
103,self,12,80,0,2.882
103,self,13,65,0,1.342
103,self,14,95,0,1.939
103,self,15,70,0,1.528
103,self,16,75,0,3.374
103,self,17,55,0,2.727
103,self,18,65,0,1.849
103,self,19,80,0,1.507
103,self,20,60,0,1.609
104,self,1,55,0,4.657
104,self,2,75,0,3.516
104,self,3,65,0,3.265
104,self,4,95,1,7.414
104,self,5,55,0,2.696
104,self,6,65,0,2.575
104,self,7,80,0,3.434
104,self,8,60,0,2.583
104,self,9,85,0,2.614
104,self,10,90,0,2.79
104,self,11,90,0,2.808
104,self,12,60,0,3.129
104,self,13,50,0,2.668
104,self,14,75,0,2.874
104,self,15,80,0,2.491
104,self,16,50,0,4.364
104,self,17,70,0,2.15
104,self,18,85,0,2.287
104,self,19,95,1,3.8
104,self,20,70,0,2.325
105,self,1,90,0,7.241
105,self,2,50,0,8.127
105,self,3,95,0,4.554
105,self,4,50,0,3.667
105,self,5,85,0,2.841
105,self,6,75,0,2.453
105,self,7,55,0,2.525
105,self,8,65,0,3.075
105,self,9,80,0,2.307
105,self,10,75,0,2.405
105,self,11,60,0,2.248
105,self,12,65,0,3.337
105,self,13,95,1,9.902
105,self,14,60,0,2.209
105,self,15,85,0,2.283
105,self,16,70,0,2.921
105,self,17,90,1,2.853
105,self,18,70,0,2.96
105,self,19,55,0,2.592
105,self,20,80,0,2.756
106,self,1,60,0,3.538
106,self,2,80,0,2.121
106,self,3,50,0,2.464
106,self,4,65,0,2.133
106,self,5,90,0,2.02
106,self,6,85,0,1.696
106,self,7,80,0,2.289
106,self,8,95,0,2.666
106,self,9,55,0,3.75
106,self,10,95,0,2.321
106,self,11,70,0,2.23
106,self,12,75,0,1.67
106,self,13,50,0,2
106,self,14,65,0,2.398
106,self,15,55,0,2.389
106,self,16,75,0,1.953
106,self,17,60,0,2.575
106,self,18,90,0,2.007
106,self,19,70,0,2.269
106,self,20,85,0,2.205
107,self,1,55,0,6.061
107,self,2,75,1,2.917
107,self,3,80,1,2.656
107,self,4,90,1,2.972
107,self,5,80,0,2.709
107,self,6,70,0,3.01
107,self,7,85,1,2.732
107,self,8,95,1,1.861
107,self,9,50,0,2.033
107,self,10,50,0,2.042
