,sub,trial,inv,mult,ret
2223,28,64,3,4,0
2224,28,65,5,2,5
2225,28,66,5,4,6
2226,28,67,4,4,3
2227,28,68,2,4,0
2228,28,69,10,4,22
2229,28,70,6,2,6
2230,28,71,4,6,4
2231,28,72,5,2,5
2232,28,73,10,6,22
2233,28,74,4,2,2
2234,28,75,0,2,0
2235,28,76,10,2,11
2236,28,77,7,4,11
2237,28,78,6,4,10
2238,28,79,9,4,16
2239,28,80,9,4,16
2240,29,1,5,2,1
2241,29,2,3,4,3
2242,29,3,2,4,1
2243,29,4,3,2,3
2244,29,5,0,4,0
2245,29,6,4,4,8
2246,29,7,3,4,4
2247,29,8,10,4,20
2248,29,9,2,4,1
2249,29,10,3,4,3
2250,29,11,9,2,16
2251,29,12,3,6,3
2252,29,13,10,4,20
2253,29,14,3,4,3
2254,29,15,3,2,2
2255,29,16,1,6,0
2256,29,17,10,2,12
2257,29,18,10,4,20
2258,29,19,5,6,7
2259,29,20,4,2,3
2260,29,21,5,4,10
2261,29,22,10,6,22
2262,29,23,4,4,6
2263,29,24,6,2,7
2264,29,25,6,6,15
2265,29,26,3,6,3
2266,29,27,5,4,10
2267,29,28,5,2,7
2268,29,29,10,6,25
2269,29,30,10,2,10
2270,29,31,7,4,16
2271,29,32,7,6,21
2272,29,33,8,6,21
2273,29,34,9,6,24
2274,29,35,2,6,3
2275,29,36,1,4,0
2276,29,37,0,2,0
2277,29,38,6,2,8
2278,29,39,6,2,8
2279,29,40,0,6,0
2280,29,41,5,4,9
2281,29,42,4,6,6
2282,29,43,5,2,8
2283,29,44,6,4,10
2284,29,45,7,2,11
2285,29,46,1,2,0
2286,29,47,4,6,7
2287,29,48,2,4,1
2288,29,49,9,4,22
2289,29,50,5,6,11
2290,29,51,8,4,19
2291,29,52,7,4,18
2292,29,53,4,6,6
2293,29,54,5,2,3
2294,29,55,2,2,1
2295,29,56,8,2,7
2296,29,57,0,4,0
2297,29,58,2,4,3
2298,29,59,4,4,6
2299,29,60,9,4,20
2300,29,61,10,6,25
2301,29,62,9,4,19
2302,29,63,1,4,1
2303,29,64,4,4,6
2304,29,65,8,4,19
2305,29,66,5,6,12
2306,29,67,6,4,12
2307,29,68,4,2,3
2308,29,69,5,4,8
2309,29,70,8,4,18
2310,29,71,5,4,10
2311,29,72,2,2,0
2312,29,73,6,4,13
2313,29,74,10,4,20
2314,29,75,5,6,10
2315,29,76,5,4,9
2316,29,77,5,4,10
2317,29,78,6,4,11
2318,29,79,6,6,13
2319,29,80,5,4,10
2320,30,1,3,6,1
2321,30,2,0,6,0
2322,30,3,7,2,0
2323,30,4,3,6,0
2324,30,5,5,6,0
2325,30,6,3,4,0
2326,30,7,4,2,0
2327,30,8,8,6,0
2328,30,9,5,4,0
2329,30,10,10,4,0
2330,30,11,7,4,0
2331,30,12,8,4,0
2332,30,13,2,6,0
2333,30,14,7,6,7
2334,30,15,5,2,0
2335,30,16,9,4,0
2336,30,17,4,4,0
2337,30,18,6,6,0
2338,30,19,2,2,0
2339,30,20,4,4,0
2340,30,21,4,4,0
2341,30,22,10,4,0
2342,30,23,6,4,0
2343,30,24,10,6,0
2344,30,25,4,4,0
2345,30,26,3,4,0
2346,30,27,8,2,0
2347,30,28,9,2,0
2348,30,29,8,4,0
2349,30,30,6,4,0
2350,30,31,9,4,0
2351,30,32,10,6,20
2352,30,33,0,4,0
2353,30,34,3,2,0
2354,30,35,1,6,1
2355,30,36,5,4,0
2356,30,37,5,4,0
2357,30,38,6,2,6
2358,30,39,2,4,0
2359,30,40,6,4,0
2360,30,41,1,2,2
2361,30,42,6,2,6
2362,30,43,2,4,0
2363,30,44,9,6,0
2364,30,45,6,4,0
2365,30,46,4,2,0
2366,30,47,5,4,10
2367,30,48,3,4,0
2368,30,49,8,4,0
2369,30,50,5,4,0
2370,30,51,5,6,6
2371,30,52,3,2,0
2372,30,53,10,4,0
2373,30,54,10,6,10
2374,30,55,5,6,5
2375,30,56,5,4,0
2376,30,57,0,4,0
2377,30,58,5,4,0
2378,30,59,4,6,4
2379,30,60,10,2,0
2380,30,61,1,4,0
2381,30,62,4,6,0
2382,30,63,5,2,0
2383,30,64,1,4,0
2384,30,65,6,6,6
2385,30,66,7,4,0
2386,30,67,10,2,0
2387,30,68,2,4,0
2388,30,69,6,2,0
2389,30,70,3,4,0
2390,30,71,2,2,0
2391,30,72,2,4,0
2392,30,73,5,6,5
2393,30,74,10,4,0
2394,30,75,0,2,0
2395,30,76,4,6,4
2396,30,77,5,4,0
2397,30,78,5,2,0
2398,30,79,9,4,0
2399,30,80,5,2,0
2400,31,1,0,6,0
2401,31,2,2,2,0
2402,31,3,10,6,20
2403,31,4,6,6,11
2404,31,5,6,4,6
2405,31,6,10,4,13
2406,31,7,1,4,0
2407,31,8,7,4,10
2408,31,9,5,4,5
2409,31,10,10,4,12
2410,31,11,5,4,6
2411,31,12,3,4,3
2412,31,13,2,6,5
2413,31,14,5,6,12
2414,31,15,2,4,3
2415,31,16,4,2,1
2416,31,17,3,2,1
2417,31,18,4,4,5
2418,31,19,9,4,13
2419,31,20,6,4,9
2420,31,21,5,6,10
2421,31,22,6,2,4
2422,31,23,4,6,8
2423,31,24,9,4,13
2424,31,25,10,6,16
2425,31,26,10,4,16
2426,31,27,5,2,4
2427,31,28,1,2,0
2428,31,29,4,6,6
2429,31,30,8,2,6
2430,31,31,10,6,20
2431,31,32,3,4,5
2432,31,33,4,4,6
2433,31,34,5,6,9
2434,31,35,6,2,4
2435,31,36,4,6,7
2436,31,37,8,4,12
2437,31,38,4,4,5
2438,31,39,5,6,11
2439,31,40,3,6,7
2440,31,41,5,2,2
2441,31,42,6,4,10
2442,31,43,10,2,7
2443,31,44,5,4,8
2444,31,45,5,4,7
2445,31,46,5,2,3
2446,31,47,2,2,0
2447,31,48,10,4,17
2448,31,49,8,4,12
2449,31,50,9,4,13
2450,31,51,6,6,14
2451,31,52,7,6,15
2452,31,53,3,4,5
2453,31,54,2,4,3
2454,31,55,0,2,0
2455,31,56,3,6,5
2456,31,57,6,4,8
2457,31,58,3,2,2
2458,31,59,2,4,2
2459,31,60,4,2,1
2460,31,61,5,4,7
2461,31,62,7,2,5
2462,31,63,0,4,0
2463,31,64,5,2,3
2464,31,65,5,4,6
2465,31,66,1,4,0
2466,31,67,2,4,1
2467,31,68,0,4,0
2468,31,69,1,6,0
2469,31,70,5,4,7
2470,31,71,8,4,11
2471,31,72,10,2,8
2472,31,73,3,4,4
2473,31,74,5,4,7
2474,31,75,4,4,6
2475,31,76,9,6,19
2476,31,77,9,2,5
2477,31,78,6,2,3
2478,31,79,8,6,15
2479,31,80,7,4,11
2480,32,1,10,4,12
2481,32,2,7,4,11
2482,32,3,6,6,19
2483,32,4,5,6,5
2484,32,5,10,6,35
2485,32,6,5,4,5
2486,32,7,3,4,11
2487,32,8,6,4,24
2488,32,9,9,4,0
2489,32,10,0,2,0
2490,32,11,5,2,0
2491,32,12,5,4,2
2492,32,13,4,6,2
2493,32,14,8,2,5
2494,32,15,5,2,4
2495,32,16,10,4,12
2496,32,17,6,6,10
2497,32,18,7,4,5
2498,32,19,5,4,0
2499,32,20,10,6,29
2500,32,21,7,2,1
2501,32,22,5,2,1
2502,32,23,10,4,25
2503,32,24,4,6,9
2504,32,25,5,4,6
2505,32,26,5,6,4
2506,32,27,4,6,13
2507,32,28,1,4,1
2508,32,29,3,6,5
2509,32,30,9,4,26
2510,32,31,3,4,5
2511,32,32,4,4,13
2512,32,33,3,4,0
2513,32,34,2,6,6
2514,32,35,9,6,17
2515,32,36,9,2,4
2516,32,37,10,2,1
2517,32,38,6,2,4
2518,32,39,5,2,1
2519,32,40,5,4,6
2520,32,41,0,4,0
2521,32,42,5,4,0
2522,32,43,6,4,7
2523,32,44,8,6,11
2524,32,45,6,4,22
2525,32,46,4,2,2
2526,32,47,2,4,0
2527,32,48,5,6,17
2528,32,49,3,4,1
2529,32,50,4,4,0
2530,32,51,4,4,1
2531,32,52,5,4,4
2532,32,53,3,2,2
2533,32,54,1,2,0
2534,32,55,2,4,1
2535,32,56,0,4,0
2536,32,57,8,4,23
2537,32,58,4,4,16
2538,32,59,10,4,7
2539,32,60,2,2,0
2540,32,61,2,2,0
2541,32,62,0,6,0
2542,32,63,5,4,0
2543,32,64,8,4,0
2544,32,65,5,6,0
2545,32,66,10,6,4
2546,32,67,1,4,0
2547,32,68,6,2,0
2548,32,69,4,2,0
2549,32,70,6,4,1
2550,32,71,2,4,0
2551,32,72,8,4,2
2552,32,73,3,6,3
2553,32,74,6,2,0
2554,32,75,1,6,0
2555,32,76,7,6,0
2556,32,77,2,4,0
2557,32,78,3,2,0
2558,32,79,10,2,7
2559,32,80,9,4,11
2560,33,1,10,4,20
2561,33,2,10,4,20
2562,33,3,0,4,0
2563,33,4,2,4,2
2564,33,5,8,4,12
2565,33,6,6,2,3
2566,33,7,10,2,10
2567,33,8,4,4,6
2568,33,9,1,6,2
2569,33,10,5,4,7
2570,33,11,10,4,20
2571,33,12,10,6,30
2572,33,13,5,4,7
2573,33,14,9,4,12
2574,33,15,4,6,10
2575,33,16,6,4,9
2576,33,17,1,4,1
2577,33,18,10,4,20
2578,33,19,3,4,2
2579,33,20,10,2,5
2580,33,21,5,4,7
2581,33,22,4,4,5
2582,33,23,1,4,1
2583,33,24,4,6,5
2584,33,25,5,4,7
2585,33,26,5,2,5
2586,33,27,6,6,15
2587,33,28,3,6,6
2588,33,29,2,2,2
2589,33,30,3,4,5
2590,33,31,4,4,5
2591,33,32,7,6,20
2592,33,33,2,6,4
2593,33,34,9,2,10
2594,33,35,5,4,7
2595,33,36,7,4,12
2596,33,37,3,6,7
2597,33,38,2,4,3
2598,33,39,10,6,30
2599,33,40,4,2,4
2600,33,41,4,6,10
2601,33,42,5,2,7
2602,33,43,4,2,4
2603,33,44,3,2,3
2604,33,45,2,4,4
2605,33,46,9,4,17
2606,33,47,6,2,6
2607,33,48,10,6,30
2608,33,49,3,4,6
2609,33,50,6,4,12
2610,33,51,0,2,0
2611,33,52,5,4,10
2612,33,53,3,4,6
2613,33,54,7,4,16
2614,33,55,8,4,16
2615,33,56,5,2,5
2616,33,57,5,6,14
2617,33,58,6,6,15
2618,33,59,6,2,6
2619,33,60,5,6,12
2620,33,61,8,4,15
2621,33,62,9,4,18
2622,33,63,5,6,14
2623,33,64,0,6,0
2624,33,65,5,4,7
2625,33,66,2,4,4
2626,33,67,0,4,0
2627,33,68,5,4,7
2628,33,69,4,4,7
2629,33,70,8,2,4
2630,33,71,3,2,3
2631,33,72,5,6,13
2632,33,73,6,4,9
2633,33,74,5,2,4
2634,33,75,7,2,7
2635,33,76,2,2,2
2636,33,77,8,6,20
2637,33,78,1,2,1
2638,33,79,6,4,9
2639,33,80,9,6,25
2640,34,1,10,4,20
2641,34,2,3,4,0
2642,34,3,9,4,17
2643,34,4,5,6,10
2644,34,5,8,2,6
2645,34,6,5,6,10
2646,34,7,3,4,0
2647,34,8,8,4,14
2648,34,9,8,6,22
2649,34,10,4,6,6
2650,34,11,2,4,0
2651,34,12,2,4,0
2652,34,13,9,6,26
2653,34,14,0,4,0
2654,34,15,2,4,0
2655,34,16,10,4,20
2656,34,17,9,4,17
2657,34,18,10,6,30
2658,34,19,5,2,0
2659,34,20,5,4,5
2660,34,21,2,6,0
2661,34,22,5,6,10
2662,34,23,3,6,2
2663,34,24,4,2,0
2664,34,25,5,4,5
2665,34,26,6,6,14
2666,34,27,3,6,2
2667,34,28,7,4,11
2668,34,29,6,6,14
2669,34,30,5,4,5
2670,34,31,5,2,0
2671,34,32,10,2,10
2672,34,33,5,4,5
2673,34,34,1,2,0
2674,34,35,3,4,0
2675,34,36,0,6,0
2676,34,37,5,6,10
2677,34,38,3,2,0
2678,34,39,6,2,2
2679,34,40,6,4,8
2680,34,41,7,6,18
2681,34,42,5,4,5
2682,34,43,1,6,0
2683,34,44,5,4,5
2684,34,45,5,4,5
2685,34,46,4,4,2
2686,34,47,6,4,8
2687,34,48,4,6,6
2688,34,49,5,2,0
2689,34,50,4,2,0
2690,34,51,10,6,30
2691,34,52,2,2,0
2692,34,53,4,6,6
2693,34,54,10,6,30
2694,34,55,4,4,2
2695,34,56,6,2,2
2696,34,57,4,4,2
2697,34,58,3,2,0
2698,34,59,6,4,8
2699,34,60,7,4,11
2700,34,61,2,4,0
2701,34,62,0,4,0
2702,34,63,1,4,0
2703,34,64,10,2,10
2704,34,65,10,4,20
2705,34,66,10,4,20
2706,34,67,7,2,4
2707,34,68,0,2,0
2708,34,69,8,4,14
2709,34,70,9,2,8
2710,34,71,9,4,17
2711,34,72,6,2,2
2712,34,73,5,2,0
2713,34,74,5,4,5
2714,34,75,4,4,2
2715,34,76,2,2,0
2716,34,77,6,4,8
2717,34,78,3,4,0
2718,34,79,8,4,14
2719,34,80,1,4,0
2720,35,1,9,4,14
2721,35,2,8,4,12
2722,35,3,3,4,0
2723,35,4,6,2,2
2724,35,5,10,6,20
2725,35,6,9,4,12
2726,35,7,10,6,20
2727,35,8,5,4,5
2728,35,9,1,2,0
2729,35,10,5,6,5
2730,35,11,5,6,5
2731,35,12,7,4,12
2732,35,13,10,2,0
2733,35,14,3,2,0
2734,35,15,3,4,0
2735,35,16,5,2,0
2736,35,17,7,6,14
2737,35,18,4,4,4
2738,35,19,5,2,0
2739,35,20,4,6,0
2740,35,21,6,2,4
2741,35,22,10,4,15
2742,35,23,1,4,0
2743,35,24,2,4,0
2744,35,25,4,2,0
2745,35,26,6,6,8
2746,35,27,4,4,0
2747,35,28,5,6,7
2748,35,29,9,6,9
2749,35,30,5,4,6
2750,35,31,4,6,0
2751,35,32,9,2,9
2752,35,33,8,4,15
2753,35,34,4,4,0
2754,35,35,6,6,11
2755,35,36,5,4,7
2756,35,37,10,4,10
2757,35,38,2,2,0
2758,35,39,0,2,0
2759,35,40,2,4,0
2760,35,41,5,2,2
2761,35,42,5,4,7
2762,35,43,5,4,6
2763,35,44,2,6,0
2764,35,45,3,6,3
2765,35,46,2,4,0
2766,35,47,5,4,7
2767,35,48,3,4,0
2768,35,49,8,2,5
2769,35,50,7,4,7
2770,35,51,0,4,0
2771,35,52,0,6,0
2772,35,53,1,6,0
2773,35,54,6,4,10
2774,35,55,0,4,0
2775,35,56,9,4,10
2776,35,57,3,6,0
2777,35,58,10,2,0
2778,35,59,5,6,7
2779,35,60,2,4,0
2780,35,61,6,2,4
2781,35,62,3,4,0
2782,35,63,6,4,8
2783,35,64,7,2,5
2784,35,65,8,6,16
2785,35,66,6,4,4
2786,35,67,4,6,4
2787,35,68,5,4,7
2788,35,69,5,2,2
2789,35,70,4,2,0
2790,35,71,1,4,0
2791,35,72,5,4,7
2792,35,73,3,2,0
2793,35,74,10,6,15
2794,35,75,6,4,8
2795,35,76,8,4,14
2796,35,77,4,4,3
2797,35,78,2,2,0
2798,35,79,10,4,15
2799,35,80,10,4,15
2800,36,1,4,4,2
2801,36,2,2,2,0
2802,36,3,9,4,7
2803,36,4,10,6,12
2804,36,5,9,4,9
2805,36,6,1,6,0
2806,36,7,6,2,0
2807,36,8,5,2,0
2808,36,9,6,2,0
2809,36,10,7,4,4
2810,36,11,0,4,0
2811,36,12,5,4,1
2812,36,13,5,4,1
2813,36,14,6,6,5
2814,36,15,3,4,0
2815,36,16,8,6,8
2816,36,17,8,2,0
2817,36,18,1,4,0
2818,36,19,6,6,5
2819,36,20,5,4,0
2820,36,21,2,4,0
2821,36,22,2,6,0
2822,36,23,3,4,0
2823,36,24,5,4,2
2824,36,25,5,6,5
2825,36,26,10,2,0
2826,36,27,2,4,0
2827,36,28,3,4,0
2828,36,29,6,4,2
2829,36,30,3,2,0
2830,36,31,5,6,2
2831,36,32,6,4,3
2832,36,33,7,4,7
2833,36,34,2,4,0
2834,36,35,1,4,0
2835,36,36,9,6,11
2836,36,37,5,4,1
2837,36,38,9,4,5
2838,36,39,4,6,0
2839,36,40,1,2,0
2840,36,41,10,4,11
2841,36,42,5,4,0
2842,36,43,7,6,7
2843,36,44,0,6,0
2844,36,45,10,4,0
2845,36,46,8,4,4
2846,36,47,3,6,0
2847,36,48,4,2,0
2848,36,49,10,6,14
2849,36,50,4,4,0
2850,36,51,3,4,0
2851,36,52,6,2,0
2852,36,53,5,6,0
2853,36,54,4,6,0
2854,36,55,6,4,3
2855,36,56,10,4,11
2856,36,57,5,2,0
2857,36,58,5,2,0
2858,36,59,0,2,0
2859,36,60,9,2,2
2860,36,61,3,6,0
2861,36,62,4,6,1
2862,36,63,0,4,0
2863,36,64,4,2,0
2864,36,65,2,4,0
2865,36,66,5,6,3
2866,36,67,4,4,1
2867,36,68,10,2,3
2868,36,69,5,2,0
2869,36,70,3,2,0
2870,36,71,2,2,0
2871,36,72,10,6,14
2872,36,73,6,4,3
2873,36,74,8,4,9
2874,36,75,10,4,13
2875,36,76,4,4,0
2876,36,77,8,4,9
2877,36,78,7,2,0
2878,36,79,5,4,0
2879,36,80,5,4,1
2880,37,1,5,6,10
2881,37,2,2,4,2
2882,37,3,6,4,8
2883,37,4,9,4,14
2884,37,5,2,4,2
2885,37,6,10,4,16
2886,37,7,8,4,11
2887,37,8,4,4,2
2888,37,9,5,4,4
2889,37,10,5,4,4
2890,37,11,5,6,6
2891,37,12,1,4,0
2892,37,13,6,2,2
2893,37,14,10,6,0
2894,37,15,10,4,4
2895,37,16,5,2,1
2896,37,17,5,4,4
2897,37,18,9,4,5
2898,37,19,4,2,1
2899,37,20,7,2,3
2900,37,21,6,6,10
2901,37,22,5,6,7
2902,37,23,2,2,0
2903,37,24,8,6,6
2904,37,25,6,2,1
2905,37,26,0,4,0
2906,37,27,7,4,5
2907,37,28,3,2,0
2908,37,29,0,2,0
2909,37,30,3,4,0
2910,37,31,5,4,6
2911,37,32,7,6,6
2912,37,33,0,4,0
2913,37,34,1,2,0
2914,37,35,10,4,11
2915,37,36,0,6,0
2916,37,37,7,4,5
2917,37,38,4,6,6
2918,37,39,3,4,1
2919,37,40,8,4,11
2920,37,41,4,4,5
2921,37,42,6,4,7
2922,37,43,2,4,1
2923,37,44,3,4,1
2924,37,45,10,2,5
2925,37,46,5,2,2
2926,37,47,2,2,0
2927,37,48,10,6,18
2928,37,49,6,4,6
2929,37,50,6,2,2
2930,37,51,3,4,4
2931,37,52,6,6,10
2932,37,53,10,2,9
2933,37,54,10,4,14
2934,37,55,9,4,11
2935,37,56,5,4,6
2936,37,57,1,4,0
2937,37,58,5,4,6
2938,37,59,4,6,8
2939,37,60,8,2,3
2940,37,61,8,4,9
2941,37,62,4,2,1
2942,37,63,3,2,0
2943,37,64,4,6,0
2944,37,65,4,4,5
2945,37,66,4,4,5
2946,37,67,10,6,16
2947,37,68,2,6,3
2948,37,69,6,4,7
2949,37,70,5,2,0
2950,37,71,9,2,6
2951,37,72,1,6,0
2952,37,73,3,6,3
2953,37,74,3,6,3
2954,37,75,5,4,6
2955,37,76,9,6,16
2956,37,77,5,6,6
2957,37,78,5,4,6
2958,37,79,2,4,0
2959,37,80,5,2,2
2960,38,1,4,2,0
2961,38,2,5,2,0
2962,38,3,5,2,2
2963,38,4,1,2,0
2964,38,5,2,4,1
2965,38,6,6,4,6
2966,38,7,8,4,12
2967,38,8,8,6,10
2968,38,9,6,4,6
2969,38,10,9,4,9
2970,38,11,3,6,4
2971,38,12,0,4,0
2972,38,13,3,2,0
2973,38,14,5,6,10
2974,38,15,6,2,3
2975,38,16,5,4,6
2976,38,17,10,2,7
2977,38,18,7,4,8
2978,38,19,8,4,10
2979,38,20,10,6,15
2980,38,21,10,6,16
2981,38,22,6,4,6
2982,38,23,9,4,9
2983,38,24,9,4,9
2984,38,25,5,6,7
2985,38,26,3,4,2
2986,38,27,1,4,0
2987,38,28,10,4,12
2988,38,29,7,2,3
2989,38,30,10,4,12
2990,38,31,9,2,6
2991,38,32,1,6,0
2992,38,33,0,2,0
2993,38,34,5,4,6
2994,38,35,9,6,11
2995,38,36,5,4,8
2996,38,37,5,2,2
2997,38,38,2,6,2
2998,38,39,10,4,15
2999,38,40,2,4,0
3000,38,41,10,2,8
3001,38,42,3,2,0
3002,38,43,6,6,12
3003,38,44,1,4,0
3004,38,45,5,4,5
3005,38,46,10,4,12
3006,38,47,2,4,0
3007,38,48,8,2,6
3008,38,49,4,4,5
3009,38,50,3,4,2
3010,38,51,5,4,7
3011,38,52,5,4,7
3012,38,53,2,2,0
3013,38,54,7,6,10
3014,38,55,6,2,3
3015,38,56,0,6,0
3016,38,57,6,6,10
3017,38,58,5,4,6
3018,38,59,5,6,8
3019,38,60,3,4,2
3020,38,61,4,4,4
3021,38,62,4,6,6
3022,38,63,4,4,4
3023,38,64,10,6,13
3024,38,65,3,4,2
3025,38,66,7,4,10
3026,38,67,4,6,9
3027,38,68,0,4,0
3028,38,69,5,6,8
3029,38,70,4,4,5
3030,38,71,5,2,2
3031,38,72,4,2,1
3032,38,73,2,4,0
3033,38,74,4,6,6
3034,38,75,3,6,5
3035,38,76,6,4,6
3036,38,77,6,2,3
3037,38,78,8,4,10
3038,38,79,2,2,0
3039,38,80,5,4,6
3040,39,1,10,2,7
3041,39,2,10,6,19
3042,39,3,5,6,11
3043,39,4,2,4,3
3044,39,5,3,4,3
3045,39,6,10,4,13
3046,39,7,5,2,2
3047,39,8,0,4,0
3048,39,9,2,2,0
3049,39,10,0,2,0
3050,39,11,8,4,10
3051,39,12,10,2,6
3052,39,13,7,6,12
3053,39,14,2,2,0
3054,39,15,3,6,4
3055,39,16,5,2,1
3056,39,17,6,4,5
3057,39,18,4,6,8
3058,39,19,1,2,0
3059,39,20,10,6,15
3060,39,21,10,4,12
3061,39,22,3,2,0
3062,39,23,6,6,10
3063,39,24,9,6,16
3064,39,25,3,4,2
3065,39,26,6,2,2
3066,39,27,8,2,5
3067,39,28,7,4,10
3068,39,29,5,4,7
3069,39,30,2,4,1
3070,39,31,4,4,5
3071,39,32,0,6,0
3072,39,33,6,2,1
3073,39,34,2,4,1
3074,39,35,10,6,20
3075,39,36,9,4,13
3076,39,37,10,4,15
3077,39,38,5,2,1
3078,39,39,1,6,1
3079,39,40,3,2,0
3080,39,41,4,6,6
3081,39,42,5,6,12
3082,39,43,4,4,5
3083,39,44,2,6,1
3084,39,45,1,4,0
3085,39,46,3,4,1
3086,39,47,9,2,2
3087,39,48,5,2,1
3088,39,49,7,4,9
3089,39,50,5,4,7
3090,39,51,5,6,12
3091,39,52,8,4,14
3092,39,53,9,4,16
3093,39,54,3,6,6
3094,39,55,5,6,10
3095,39,56,4,2,0
3096,39,57,3,4,1
3097,39,58,4,6,8
3098,39,59,6,2,2
3099,39,60,9,4,17
3100,39,61,5,4,7
3101,39,62,8,6,18
3102,39,63,4,4,5
3103,39,64,4,2,1
3104,39,65,6,6,16
3105,39,66,6,4,10
3106,39,67,7,2,4
3107,39,68,5,4,7
3108,39,69,6,4,10
3109,39,70,5,4,8
3110,39,71,8,4,14
3111,39,72,5,4,8
3112,39,73,5,4,8
3113,39,74,2,4,1
3114,39,75,4,4,5
3115,39,76,10,4,16
3116,39,77,0,4,0
3117,39,78,5,4,8
3118,39,79,1,4,0
3119,39,80,6,4,8
3120,40,1,10,2,5
3121,40,2,2,2,1
3122,40,3,5,2,2
3123,40,4,5,4,2
3124,40,5,9,4,5
3125,40,6,10,4,5
3126,40,7,2,6,1
3127,40,8,6,4,3
3128,40,9,3,4,1
3129,40,10,8,4,4
3130,40,11,2,2,1
3131,40,12,5,4,2
3132,40,13,2,4,1
3133,40,14,10,4,11
3134,40,15,4,2,2
3135,40,16,0,6,0
3136,40,17,3,6,4
3137,40,18,3,4,1
3138,40,19,3,4,1
3139,40,20,10,6,11
3140,40,21,0,4,0
3141,40,22,5,6,2
3142,40,23,4,4,4
3143,40,24,5,6,6
3144,40,25,5,2,0
3145,40,26,7,4,3
3146,40,27,8,6,4
3147,40,28,6,2,1
3148,40,29,4,4,2
3149,40,30,4,6,1
3150,40,31,10,2,1
3151,40,32,5,2,1
3152,40,33,10,6,6
3153,40,34,4,4,2
3154,40,35,9,6,9
3155,40,36,2,4,1
3156,40,37,1,2,0
3157,40,38,5,4,2
3158,40,39,10,4,5
3159,40,40,3,6,3
3160,40,41,8,4,5
3161,40,42,7,2,1
3162,40,43,5,2,0
3163,40,44,1,4,0
3164,40,45,4,6,1
3165,40,46,6,4,3
3166,40,47,9,2,2
3167,40,48,5,4,2
3168,40,49,5,6,4
3169,40,50,6,4,4
3170,40,51,6,4,4
3171,40,52,2,4,0
3172,40,53,3,4,0
3173,40,54,4,2,0
3174,40,55,3,2,0
3175,40,56,5,6,4
3176,40,57,1,6,0
3177,40,58,6,6,3
3178,40,59,0,4,0
3179,40,60,6,6,2
3180,40,61,8,2,1
3181,40,62,0,2,0
3182,40,63,7,4,2
3183,40,64,2,4,0
3184,40,65,9,4,4
3185,40,66,5,4,2
3186,40,67,5,4,2
3187,40,68,4,4,2
3188,40,69,6,2,0
3189,40,70,7,6,7
3190,40,71,8,4,4
3191,40,72,9,4,9
3192,40,73,6,2,0
3193,40,74,1,4,0
3194,40,75,10,6,12
3195,40,76,5,4,4
3196,40,77,4,6,2
3197,40,78,10,4,6
3198,40,79,3,2,0
3199,40,80,5,4,0
3200,41,1,2,2,1
3201,41,2,4,4,4
3202,41,3,7,2,5
3203,41,4,5,2,2
3204,41,5,8,4,13
3205,41,6,9,4,16
3206,41,7,1,4,0
3207,41,8,1,4,0
3208,41,9,3,2,0
3209,41,10,2,2,0
3210,41,11,4,4,4
3211,41,12,9,4,15
3212,41,13,5,4,6
3213,41,14,2,4,1
3214,41,15,5,6,10
3215,41,16,6,4,8
3216,41,17,6,2,4
3217,41,18,5,2,2
3218,41,19,1,6,0
3219,41,20,2,6,2
3220,41,21,0,4,0
3221,41,22,6,6,8
3222,41,23,4,6,8
3223,41,24,5,4,8
3224,41,25,3,6,2
3225,41,26,9,6,19
3226,41,27,5,2,4
3227,41,28,6,2,5
3228,41,29,6,4,8
3229,41,30,10,4,15
3230,41,31,10,6,18
3231,41,32,4,4,4
3232,41,33,8,2,6
3233,41,34,10,6,18
3234,41,35,2,4,0
3235,41,36,10,2,5
3236,41,37,2,4,0
3237,41,38,3,4,1
3238,41,39,7,6,10
3239,41,40,6,4,8
3240,41,41,4,4,3
3241,41,42,2,4,0
3242,41,43,8,6,10
3243,41,44,4,2,1
3244,41,45,4,6,6
3245,41,46,5,4,6
3246,41,47,4,2,0
3247,41,48,3,6,2
3248,41,49,10,4,12
3249,41,50,10,2,3
3250,41,51,5,4,6
3251,41,52,6,6,10
3252,41,53,3,4,1
3253,41,54,3,4,1
3254,41,55,9,4,11
3255,41,56,5,2,2
3256,41,57,4,6,6
3257,41,58,5,4,6
3258,41,59,8,4,12
3259,41,60,6,4,8
3260,41,61,3,2,0
3261,41,62,10,4,12
3262,41,63,5,4,7
3263,41,64,1,2,0
3264,41,65,10,4,16
3265,41,66,5,6,10
3266,41,67,6,2,1
3267,41,68,5,6,8
3268,41,69,7,4,8
3269,41,70,10,6,15
3270,41,71,7,4,9
3271,41,72,0,4,0
3272,41,73,0,6,0
3273,41,74,5,6,6
3274,41,75,9,2,2
3275,41,76,5,4,7
3276,41,77,0,2,0
3277,41,78,5,4,7
3278,41,79,8,4,9
3279,41,80,3,4,2
3280,42,1,6,4,8
3281,42,2,7,2,7
3282,42,3,3,4,2
3283,42,4,6,4,9
3284,42,5,3,2,2
3285,42,6,2,4,2
3286,42,7,5,4,6
3287,42,8,4,6,7
3288,42,9,5,6,10
3289,42,10,3,4,3
3290,42,11,5,4,7
3291,42,12,5,6,10
3292,42,13,9,4,18
3293,42,14,4,6,6
3294,42,15,5,2,5
3295,42,16,4,6,7
3296,42,17,9,6,17
3297,42,18,3,4,5
