,sub,trial,inv,mult,ret
1148,15,29,10,4,20
1149,15,30,4,6,7
1150,15,31,2,4,0
1151,15,32,4,4,5
1152,15,33,3,6,6
1153,15,34,8,4,14
1154,15,35,6,2,7
1155,15,36,1,6,0
1156,15,37,5,4,8
1157,15,38,8,6,19
1158,15,39,4,4,4
1159,15,40,3,4,1
1160,15,41,3,4,4
1161,15,42,2,6,0
1162,15,43,2,2,0
1163,15,44,5,4,7
1164,15,45,9,6,21
1165,15,46,6,4,10
1166,15,47,5,6,9
1167,15,48,5,2,5
1168,15,49,0,4,0
1169,15,50,2,4,0
1170,15,51,7,6,17
1171,15,52,2,2,0
1172,15,53,10,2,12
1173,15,54,5,4,7
1174,15,55,5,6,9
1175,15,56,10,4,20
1176,15,57,5,4,7
1177,15,58,6,2,6
1178,15,59,1,4,0
1179,15,60,5,4,7
1180,15,61,5,2,3
1181,15,62,5,2,3
1182,15,63,4,6,4
1183,15,64,5,6,10
1184,15,65,3,2,0
1185,15,66,10,6,30
1186,15,67,5,6,10
1187,15,68,4,2,0
1188,15,69,3,4,2
1189,15,70,6,6,12
1190,15,71,8,2,10
1191,15,72,9,4,18
1192,15,73,3,2,0
1193,15,74,10,6,30
1194,15,75,10,4,20
1195,15,76,4,4,5
1196,15,77,7,2,8
1197,15,78,6,4,10
1198,15,79,10,2,12
1199,15,80,8,4,14
1200,16,1,10,4,12
1201,16,2,5,4,5
1202,16,3,4,4,4
1203,16,4,2,6,2
1204,16,5,2,4,0
1205,16,6,9,4,10
1206,16,7,3,4,3
1207,16,8,6,2,3
1208,16,9,2,2,0
1209,16,10,9,4,10
1210,16,11,4,4,4
1211,16,12,5,4,5
1212,16,13,8,4,8
1213,16,14,4,2,1
1214,16,15,1,2,0
1215,16,16,1,4,0
1216,16,17,8,4,10
1217,16,18,0,4,0
1218,16,19,1,6,0
1219,16,20,10,6,13
1220,16,21,5,4,5
1221,16,22,5,2,2
1222,16,23,5,4,5
1223,16,24,9,6,12
1224,16,25,3,4,3
1225,16,26,10,6,14
1226,16,27,5,2,2
1227,16,28,5,4,5
1228,16,29,4,4,4
1229,16,30,4,6,4
1230,16,31,5,2,2
1231,16,32,10,6,13
1232,16,33,5,4,5
1233,16,34,6,4,6
1234,16,35,6,4,6
1235,16,36,5,6,5
1236,16,37,5,2,2
1237,16,38,4,6,4
1238,16,39,7,2,7
1239,16,40,6,6,6
1240,16,41,2,4,0
1241,16,42,10,4,12
1242,16,43,3,2,0
1243,16,44,1,4,0
1244,16,45,0,2,0
1245,16,46,5,4,5
1246,16,47,10,2,10
1247,16,48,9,4,11
1248,16,49,6,4,6
1249,16,50,9,2,9
1250,16,51,0,6,0
1251,16,52,6,4,6
1252,16,53,5,6,5
1253,16,54,8,4,8
1254,16,55,5,4,5
1255,16,56,7,4,8
1256,16,57,6,2,3
1257,16,58,0,4,0
1258,16,59,7,6,8
1259,16,60,10,2,10
1260,16,61,8,2,8
1261,16,62,10,4,12
1262,16,63,3,4,3
1263,16,64,6,2,3
1264,16,65,2,4,0
1265,16,66,3,6,3
1266,16,67,6,6,6
1267,16,68,3,6,3
1268,16,69,2,2,0
1269,16,70,5,6,5
1270,16,71,4,2,1
1271,16,72,2,4,0
1272,16,73,3,2,2
1273,16,74,3,4,3
1274,16,75,7,4,7
1275,16,76,8,6,11
1276,16,77,5,6,5
1277,16,78,10,4,13
1278,16,79,4,4,4
1279,16,80,4,6,5
1280,17,1,5,2,5
1281,17,2,5,2,5
1282,17,3,5,6,15
1283,17,4,5,2,5
1284,17,5,4,2,4
1285,17,6,3,2,3
1286,17,7,4,2,4
1287,17,8,2,2,2
1288,17,9,10,6,30
1289,17,10,10,4,20
1290,17,11,6,4,12
1291,17,12,3,4,6
1292,17,13,6,4,12
1293,17,14,7,4,14
1294,17,15,3,4,6
1295,17,16,6,4,12
1296,17,17,1,2,1
1297,17,18,6,6,18
1298,17,19,7,2,7
1299,17,20,6,2,6
1300,17,21,5,4,10
1301,17,22,5,6,15
1302,17,23,0,2,0
1303,17,24,10,2,10
1304,17,25,5,4,10
1305,17,26,6,4,12
1306,17,27,0,4,0
1307,17,28,8,4,16
1308,17,29,5,2,5
1309,17,30,9,6,27
1310,17,31,3,4,6
1311,17,32,9,4,18
1312,17,33,2,4,4
1313,17,34,4,6,12
1314,17,35,4,4,8
1315,17,36,0,4,0
1316,17,37,6,2,6
1317,17,38,3,6,9
1318,17,39,5,4,10
1319,17,40,10,4,20
1320,17,41,1,6,3
1321,17,42,5,6,15
1322,17,43,7,6,21
1323,17,44,10,4,20
1324,17,45,3,6,9
1325,17,46,4,6,12
1326,17,47,4,6,12
1327,17,48,10,6,30
1328,17,49,10,4,20
1329,17,50,9,4,18
1330,17,51,7,4,14
1331,17,52,1,4,2
1332,17,53,1,4,2
1333,17,54,3,2,3
1334,17,55,2,4,4
1335,17,56,5,4,10
1336,17,57,2,2,2
1337,17,58,0,6,0
1338,17,59,5,4,10
1339,17,60,9,2,9
1340,17,61,2,4,4
1341,17,62,3,4,6
1342,17,63,8,6,24
1343,17,64,4,4,8
1344,17,65,9,4,18
1345,17,66,8,4,16
1346,17,67,10,6,30
1347,17,68,6,2,6
1348,17,69,5,4,10
1349,17,70,6,6,18
1350,17,71,4,4,8
1351,17,72,8,2,8
1352,17,73,2,6,6
1353,17,74,5,6,15
1354,17,75,4,4,8
1355,17,76,10,2,10
1356,17,77,5,4,10
1357,17,78,2,4,4
1358,17,79,8,4,16
1359,17,80,5,4,10
1360,18,1,5,2,3
1361,18,2,5,2,3
1362,18,3,3,4,4
1363,18,4,5,4,8
1364,18,5,7,6,17
1365,18,6,5,4,8
1366,18,7,10,4,20
1367,18,8,6,6,14
1368,18,9,0,4,0
1369,18,10,4,4,6
1370,18,11,2,4,3
1371,18,12,0,2,0
1372,18,13,6,2,6
1373,18,14,8,4,13
1374,18,15,6,2,6
1375,18,16,10,4,20
1376,18,17,3,4,4
1377,18,18,9,4,16
1378,18,19,6,6,14
1379,18,20,10,6,24
1380,18,21,2,4,0
1381,18,22,1,4,0
1382,18,23,5,4,6
1383,18,24,9,6,21
1384,18,25,3,2,0
1385,18,26,6,2,3
1386,18,27,5,2,2
1387,18,28,10,6,20
1388,18,29,2,4,0
1389,18,30,9,4,16
1390,18,31,6,4,12
1391,18,32,0,4,0
1392,18,33,7,4,12
1393,18,34,5,6,11
1394,18,35,5,4,9
1395,18,36,9,2,9
1396,18,37,4,6,9
1397,18,38,3,4,4
1398,18,39,4,4,5
1399,18,40,5,6,12
1400,18,41,3,4,2
1401,18,42,8,2,8
1402,18,43,1,6,0
1403,18,44,3,2,0
1404,18,45,10,2,10
1405,18,46,7,4,13
1406,18,47,5,6,11
1407,18,48,8,4,15
1408,18,49,6,4,10
1409,18,50,7,2,7
1410,18,51,6,4,11
1411,18,52,5,4,9
1412,18,53,5,4,9
1413,18,54,6,4,10
1414,18,55,2,2,0
1415,18,56,4,2,2
1416,18,57,8,6,20
1417,18,58,10,4,20
1418,18,59,5,6,13
1419,18,60,10,2,10
1420,18,61,5,4,8
1421,18,62,3,6,5
1422,18,63,4,2,3
1423,18,64,4,6,9
1424,18,65,10,4,20
1425,18,66,2,2,1
1426,18,67,1,4,0
1427,18,68,5,2,5
1428,18,69,5,4,9
1429,18,70,0,6,0
1430,18,71,4,4,8
1431,18,72,1,2,0
1432,18,73,4,6,7
1433,18,74,4,4,4
1434,18,75,8,4,12
1435,18,76,9,4,17
1436,18,77,2,4,1
1437,18,78,3,6,6
1438,18,79,2,6,2
1439,18,80,10,6,26
1440,19,1,6,4,10
1441,19,2,2,4,2
1442,19,3,3,4,3
1443,19,4,3,2,0
1444,19,5,10,2,10
1445,19,6,6,4,10
1446,19,7,5,4,8
1447,19,8,10,4,20
1448,19,9,5,6,10
1449,19,10,5,4,8
1450,19,11,9,2,9
1451,19,12,2,6,2
1452,19,13,10,4,20
1453,19,14,5,4,8
1454,19,15,4,6,10
1455,19,16,6,2,6
1456,19,17,4,6,10
1457,19,18,8,4,16
1458,19,19,4,4,6
1459,19,20,1,4,0
1460,19,21,10,2,10
1461,19,22,4,6,10
1462,19,23,3,6,6
1463,19,24,4,4,6
1464,19,25,2,4,2
1465,19,26,10,6,30
1466,19,27,6,2,6
1467,19,28,5,4,8
1468,19,29,0,4,0
1469,19,30,6,6,14
1470,19,31,9,6,25
1471,19,32,4,2,2
1472,19,33,0,2,0
1473,19,34,5,2,5
1474,19,35,5,4,8
1475,19,36,10,4,20
1476,19,37,8,2,8
1477,19,38,0,4,0
1478,19,39,3,6,5
1479,19,40,5,6,12
1480,19,41,7,2,7
1481,19,42,1,6,0
1482,19,43,2,2,0
1483,19,44,6,2,6
1484,19,45,7,4,12
1485,19,46,10,4,20
1486,19,47,4,2,4
1487,19,48,3,4,3
1488,19,49,7,6,18
1489,19,50,10,6,30
1490,19,51,4,4,6
1491,19,52,7,4,11
1492,19,53,4,4,6
1493,19,54,6,6,16
1494,19,55,3,4,3
1495,19,56,3,2,2
1496,19,57,5,4,8
1497,19,58,5,4,8
1498,19,59,2,4,0
1499,19,60,5,6,12
1500,19,61,2,4,0
1501,19,62,8,4,15
1502,19,63,0,6,0
1503,19,64,1,2,0
1504,19,65,5,6,12
1505,19,66,5,2,5
1506,19,67,10,6,30
1507,19,68,6,4,10
1508,19,69,8,6,20
1509,19,70,9,4,16
1510,19,71,9,4,17
1511,19,72,3,4,3
1512,19,73,5,2,5
1513,19,74,6,4,10
1514,19,75,5,4,8
1515,19,76,8,4,14
1516,19,77,2,2,0
1517,19,78,9,4,16
1518,19,79,1,4,0
1519,19,80,5,2,5
1520,20,1,1,6,0
1521,20,2,6,2,6
1522,20,3,2,2,0
1523,20,4,9,4,15
1524,20,5,3,6,6
1525,20,6,4,6,10
1526,20,7,6,6,12
1527,20,8,9,4,15
1528,20,9,2,4,0
1529,20,10,5,2,2
1530,20,11,6,4,9
1531,20,12,1,2,0
1532,20,13,2,4,0
1533,20,14,6,2,4
1534,20,15,5,6,10
1535,20,16,7,4,12
1536,20,17,9,2,8
1537,20,18,6,4,9
1538,20,19,4,4,7
1539,20,20,4,6,8
1540,20,21,0,2,0
1541,20,22,10,6,21
1542,20,23,5,6,12
1543,20,24,3,6,5
1544,20,25,7,4,12
1545,20,26,2,6,1
1546,20,27,5,2,2
1547,20,28,8,4,14
1548,20,29,10,6,21
1549,20,30,7,2,6
1550,20,31,6,4,10
1551,20,32,5,4,7
1552,20,33,6,6,10
1553,20,34,10,2,10
1554,20,35,5,2,2
1555,20,36,3,4,4
1556,20,37,2,4,0
1557,20,38,4,6,8
1558,20,39,5,4,8
1559,20,40,5,4,8
1560,20,41,8,2,7
1561,20,42,5,6,10
1562,20,43,9,6,16
1563,20,44,0,4,0
1564,20,45,4,4,5
1565,20,46,10,6,21
1566,20,47,3,4,0
1567,20,48,7,6,14
1568,20,49,10,4,20
1569,20,50,5,4,7
1570,20,51,10,4,20
1571,20,52,0,4,0
1572,20,53,4,4,4
1573,20,54,2,4,0
1574,20,55,1,4,0
1575,20,56,10,4,20
1576,20,57,2,2,0
1577,20,58,5,4,7
1578,20,59,8,6,16
1579,20,60,4,2,0
1580,20,61,8,4,14
1581,20,62,8,4,13
1582,20,63,6,4,10
1583,20,64,9,4,17
1584,20,65,5,6,10
1585,20,66,3,2,0
1586,20,67,10,4,20
1587,20,68,0,6,0
1588,20,69,5,4,6
1589,20,70,3,4,0
1590,20,71,4,2,0
1591,20,72,5,4,7
1592,20,73,4,4,4
1593,20,74,6,2,6
1594,20,75,10,2,10
1595,20,76,5,2,4
1596,20,77,1,4,0
1597,20,78,3,4,1
1598,20,79,3,2,0
1599,20,80,5,4,7
1600,21,1,5,6,14
1601,21,2,10,6,30
1602,21,3,0,2,0
1603,21,4,2,2,0
1604,21,5,2,4,0
1605,21,6,5,4,7
1606,21,7,6,2,3
1607,21,8,4,6,10
1608,21,9,3,4,2
1609,21,10,5,4,7
1610,21,11,6,4,9
1611,21,12,4,4,5
1612,21,13,8,2,7
1613,21,14,2,4,0
1614,21,15,4,6,8
1615,21,16,7,6,19
1616,21,17,10,6,30
1617,21,18,9,4,17
1618,21,19,10,4,10
1619,21,20,5,2,2
1620,21,21,7,2,3
1621,21,22,5,6,12
1622,21,23,6,2,3
1623,21,24,3,2,0
1624,21,25,6,4,9
1625,21,26,8,4,15
1626,21,27,5,4,7
1627,21,28,6,4,8
1628,21,29,8,6,21
1629,21,30,5,2,2
1630,21,31,1,4,0
1631,21,32,4,6,9
1632,21,33,10,4,20
1633,21,34,4,4,5
1634,21,35,1,6,0
1635,21,36,9,4,17
1636,21,37,4,4,4
1637,21,38,5,2,3
1638,21,39,3,2,0
1639,21,40,7,4,12
1640,21,41,3,4,2
1641,21,42,2,6,2
1642,21,43,4,2,1
1643,21,44,3,4,2
1644,21,45,2,4,0
1645,21,46,1,4,0
1646,21,47,8,4,14
1647,21,48,3,6,5
1648,21,49,4,4,4
1649,21,50,3,6,5
1650,21,51,5,4,7
1651,21,52,4,2,1
1652,21,53,6,6,15
1653,21,54,5,4,7
1654,21,55,0,4,0
1655,21,56,2,4,0
1656,21,57,2,2,0
1657,21,58,6,6,16
1658,21,59,6,4,9
1659,21,60,7,4,10
1660,21,61,5,2,2
1661,21,62,0,4,0
1662,21,63,10,4,20
1663,21,64,3,4,3
1664,21,65,5,4,7
1665,21,66,0,6,0
1666,21,67,9,4,17
1667,21,68,8,4,12
1668,21,69,9,2,4
1669,21,70,5,6,12
1670,21,71,10,4,20
1671,21,72,6,2,5
1672,21,73,9,6,23
1673,21,74,5,4,7
1674,21,75,10,2,10
1675,21,76,5,6,12
1676,21,77,5,4,7
1677,21,78,10,6,30
1678,21,79,1,2,0
1679,21,80,10,2,10
1680,22,1,5,2,2
1681,22,2,9,4,11
1682,22,3,10,4,20
1683,22,4,6,4,9
1684,22,5,9,4,11
1685,22,6,5,6,8
1686,22,7,10,6,21
1687,22,8,3,6,6
1688,22,9,8,6,13
1689,22,10,10,4,20
1690,22,11,9,6,12
1691,22,12,10,6,21
1692,22,13,2,2,0
1693,22,14,2,4,0
1694,22,15,5,4,6
1695,22,16,4,6,3
1696,22,17,5,4,6
1697,22,18,10,2,10
1698,22,19,1,2,0
1699,22,20,3,6,3
1700,22,21,6,4,9
1701,22,22,3,2,0
1702,22,23,1,4,0
1703,22,24,6,6,6
1704,22,25,2,2,0
1705,22,26,5,4,6
1706,22,27,5,4,6
1707,22,28,2,4,0
1708,22,29,0,4,0
1709,22,30,10,6,21
1710,22,31,3,2,0
1711,22,32,5,4,6
1712,22,33,7,4,10
1713,22,34,0,2,0
1714,22,35,1,4,0
1715,22,36,10,4,20
1716,22,37,3,4,1
1717,22,38,3,4,1
1718,22,39,10,4,20
1719,22,40,5,6,8
1720,22,41,6,4,9
1721,22,42,1,6,0
1722,22,43,2,6,0
1723,22,44,0,4,0
1724,22,45,8,4,13
1725,22,46,5,2,1
1726,22,47,8,4,12
1727,22,48,6,6,10
1728,22,49,4,2,1
1729,22,50,4,2,1
1730,22,51,6,2,3
1731,22,52,4,6,4
1732,22,53,4,6,4
1733,22,54,5,4,6
1734,22,55,9,2,8
1735,22,56,6,4,9
1736,22,57,0,6,0
1737,22,58,6,2,2
1738,22,59,4,4,4
1739,22,60,5,4,7
1740,22,61,4,4,4
1741,22,62,6,2,3
1742,22,63,7,4,12
1743,22,64,8,2,7
1744,22,65,2,4,0
1745,22,66,5,6,7
1746,22,67,2,4,0
1747,22,68,7,6,12
1748,22,69,7,2,4
1749,22,70,10,2,10
1750,22,71,3,4,0
1751,22,72,5,6,7
1752,22,73,5,2,2
1753,22,74,4,4,4
1754,22,75,5,2,2
1755,22,76,4,4,4
1756,22,77,5,4,7
1757,22,78,3,4,0
1758,22,79,8,4,13
1759,22,80,9,4,16
1760,23,1,10,4,10
1761,23,2,5,2,3
1762,23,3,4,4,6
1763,23,4,9,4,12
1764,23,5,5,4,6
1765,23,6,4,4,6
1766,23,7,2,6,2
1767,23,8,1,4,0
1768,23,9,3,2,1
1769,23,10,6,2,3
1770,23,11,8,2,0
1771,23,12,10,4,7
1772,23,13,2,4,2
1773,23,14,5,6,14
1774,23,15,10,4,11
1775,23,16,3,4,6
1776,23,17,7,4,11
1777,23,18,2,4,3
1778,23,19,4,4,5
1779,23,20,5,6,7
1780,23,21,6,4,9
1781,23,22,3,4,0
1782,23,23,4,6,5
1783,23,24,5,2,1
1784,23,25,1,6,1
1785,23,26,5,4,7
1786,23,27,6,4,7
1787,23,28,6,4,10
1788,23,29,10,2,7
1789,23,30,5,4,6
1790,23,31,5,4,6
1791,23,32,3,4,4
1792,23,33,9,4,12
1793,23,34,3,6,6
1794,23,35,8,6,15
1795,23,36,3,2,2
1796,23,37,7,6,9
1797,23,38,8,4,11
1798,23,39,4,6,6
1799,23,40,6,6,19
1800,23,41,5,2,2
1801,23,42,5,6,10
1802,23,43,10,6,14
1803,23,44,8,4,8
1804,23,45,0,6,0
1805,23,46,1,4,2
1806,23,47,6,2,3
1807,23,48,10,4,10
1808,23,49,3,4,2
1809,23,50,2,2,2
1810,23,51,7,2,4
1811,23,52,4,4,6
1812,23,53,2,2,2
1813,23,54,2,4,2
1814,23,55,5,6,8
1815,23,56,1,2,1
1816,23,57,0,2,0
1817,23,58,5,2,3
1818,23,59,10,6,16
1819,23,60,5,4,7
1820,23,61,4,2,2
1821,23,62,7,4,12
1822,23,63,9,6,21
1823,23,64,3,6,6
1824,23,65,9,2,6
1825,23,66,5,4,5
1826,23,67,6,4,8
1827,23,68,2,4,2
1828,23,69,6,6,10
1829,23,70,5,4,4
1830,23,71,0,4,0
1831,23,72,10,2,1
1832,23,73,0,4,0
1833,23,74,8,4,13
1834,23,75,4,2,2
1835,23,76,6,2,3
1836,23,77,4,6,6
1837,23,78,9,4,11
1838,23,79,5,4,9
1839,23,80,10,6,6
1840,24,1,6,2,6
1841,24,2,0,2,0
1842,24,3,5,4,10
1843,24,4,6,4,14
1844,24,5,4,2,5
1845,24,6,5,4,11
1846,24,7,10,6,35
1847,24,8,9,4,25
1848,24,9,9,6,27
1849,24,10,0,4,0
1850,24,11,10,4,35
1851,24,12,5,4,10
1852,24,13,5,6,10
1853,24,14,4,4,7
1854,24,15,9,2,15
1855,24,16,2,4,2
1856,24,17,10,4,35
1857,24,18,5,6,10
1858,24,19,7,4,16
1859,24,20,9,4,25
1860,24,21,7,6,30
1861,24,22,3,2,1
1862,24,23,2,2,1
1863,24,24,10,2,17
1864,24,25,3,4,3
1865,24,26,5,2,3
1866,24,27,3,4,3
1867,24,28,2,2,1
1868,24,29,4,4,9
1869,24,30,5,4,10
1870,24,31,0,6,0
1871,24,32,1,2,0
1872,24,33,1,4,0
1873,24,34,2,4,2
1874,24,35,0,4,0
1875,24,36,3,4,3
1876,24,37,10,6,40
1877,24,38,7,4,16
1878,24,39,4,4,4
1879,24,40,5,2,5
1880,24,41,6,4,14
1881,24,42,5,4,10
1882,24,43,7,2,11
1883,24,44,5,4,10
1884,24,45,6,2,9
1885,24,46,6,4,13
1886,24,47,10,6,40
1887,24,48,10,4,35
1888,24,49,3,6,4
1889,24,50,6,4,14
1890,24,51,5,4,10
1891,24,52,4,6,6
1892,24,53,2,4,1
1893,24,54,4,2,0
1894,24,55,4,6,8
1895,24,56,8,4,20
1896,24,57,2,4,1
1897,24,58,2,6,3
1898,24,59,6,2,7
1899,24,60,1,4,0
1900,24,61,5,6,10
1901,24,62,3,2,1
1902,24,63,9,4,30
1903,24,64,3,6,3
1904,24,65,6,6,20
1905,24,66,8,4,20
1906,24,67,5,2,7
1907,24,68,6,6,14
1908,24,69,4,6,7
1909,24,70,5,4,10
1910,24,71,10,2,17
1911,24,72,8,6,18
1912,24,73,5,6,10
1913,24,74,8,2,13
1914,24,75,4,4,6
1915,24,76,10,4,35
1916,24,77,5,2,7
1917,24,78,8,4,18
1918,24,79,3,4,3
1919,24,80,1,6,1
1920,25,1,5,2,5
1921,25,2,4,4,7
1922,25,3,4,2,4
1923,25,4,6,4,10
1924,25,5,7,2,6
1925,25,6,6,6,18
1926,25,7,5,4,8
1927,25,8,5,4,8
1928,25,9,2,2,1
1929,25,10,7,6,21
1930,25,11,4,6,11
1931,25,12,4,6,10
1932,25,13,5,4,9
1933,25,14,10,4,20
1934,25,15,1,4,2
1935,25,16,3,2,3
1936,25,17,0,4,0
1937,25,18,3,6,8
1938,25,19,8,4,16
1939,25,20,5,4,9
1940,25,21,5,6,13
1941,25,22,2,2,1
1942,25,23,6,2,5
1943,25,24,5,4,9
1944,25,25,6,2,5
1945,25,26,2,6,5
1946,25,27,10,4,20
1947,25,28,2,4,4
1948,25,29,9,2,9
1949,25,30,2,4,3
1950,25,31,6,4,11
1951,25,32,5,2,5
1952,25,33,10,6,31
1953,25,34,3,4,6
1954,25,35,6,2,6
1955,25,36,5,6,15
1956,25,37,5,6,15
1957,25,38,10,4,20
1958,25,39,6,4,12
1959,25,40,5,2,5
1960,25,41,5,4,10
1961,25,42,3,2,3
1962,25,43,10,4,20
1963,25,44,7,4,14
1964,25,45,0,4,0
1965,25,46,3,4,6
1966,25,47,10,6,30
1967,25,48,4,4,8
1968,25,49,6,6,18
1969,25,50,2,4,4
1970,25,51,10,2,10
1971,25,52,1,2,1
1972,25,53,9,4,18
1973,25,54,4,6,12
1974,25,55,8,4,16
1975,25,56,0,2,0
1976,25,57,0,6,0
1977,25,58,6,4,12
1978,25,59,5,6,15
1979,25,60,9,4,18
1980,25,61,2,4,4
1981,25,62,4,2,4
1982,25,63,10,2,10
1983,25,64,8,6,24
1984,25,65,1,4,2
1985,25,66,4,4,8
1986,25,67,4,4,8
1987,25,68,1,6,3
1988,25,69,9,6,27
1989,25,70,5,4,10
1990,25,71,5,4,10
1991,25,72,7,4,14
1992,25,73,8,4,16
1993,25,74,10,6,30
1994,25,75,3,6,9
1995,25,76,3,4,6
1996,25,77,5,2,5
1997,25,78,3,4,6
1998,25,79,9,4,18
1999,25,80,8,2,8
2000,26,1,6,6,12
2001,26,2,5,6,15
2002,26,3,3,6,9
2003,26,4,4,6,6
2004,26,5,6,2,5
2005,26,6,10,4,10
2006,26,7,9,6,24
2007,26,8,10,6,22
2008,26,9,6,4,13
2009,26,10,1,2,0
2010,26,11,8,4,10
2011,26,12,5,2,2
2012,26,13,3,4,2
2013,26,14,0,4,0
2014,26,15,8,4,20
2015,26,16,8,2,4
2016,26,17,5,4,3
2017,26,18,4,2,1
2018,26,19,7,6,19
2019,26,20,9,2,6
2020,26,21,5,4,5
2021,26,22,3,2,1
2022,26,23,10,2,10
2023,26,24,5,2,4
2024,26,25,2,2,1
2025,26,26,0,4,0
2026,26,27,2,6,4
2027,26,28,4,6,8
2028,26,29,4,2,5
2029,26,30,7,2,2
2030,26,31,2,4,2
2031,26,32,3,4,3
2032,26,33,6,4,7
2033,26,34,1,4,0
2034,26,35,9,4,11
2035,26,36,4,6,8
2036,26,37,7,4,9
2037,26,38,10,4,18
2038,26,39,6,4,10
2039,26,40,2,2,0
2040,26,41,9,4,18
2041,26,42,5,4,8
2042,26,43,5,4,5
2043,26,44,5,2,2
2044,26,45,3,4,2
2045,26,46,10,4,20
2046,26,47,8,4,16
2047,26,48,2,4,1
2048,26,49,3,2,1
2049,26,50,5,2,2
2050,26,51,6,2,2
2051,26,52,4,4,6
2052,26,53,4,4,4
2053,26,54,9,4,9
2054,26,55,10,6,10
2055,26,56,5,6,11
2056,26,57,3,4,2
2057,26,58,3,6,6
2058,26,59,5,4,5
2059,26,60,8,6,10
2060,26,61,0,6,0
2061,26,62,5,4,5
2062,26,63,2,4,2
2063,26,64,6,2,7
2064,26,65,1,4,0
2065,26,66,5,6,10
2066,26,67,10,2,6
2067,26,68,10,4,8
2068,26,69,2,4,2
2069,26,70,5,4,5
2070,26,71,5,6,5
2071,26,72,10,6,14
2072,26,73,4,4,4
2073,26,74,6,6,6
2074,26,75,4,4,4
2075,26,76,6,4,6
2076,26,77,7,4,7
2077,26,78,5,4,5
2078,26,79,1,6,0
2079,26,80,0,2,0
2080,27,1,4,6,9
2081,27,2,4,4,7
2082,27,3,10,6,25
2083,27,4,2,4,2
2084,27,5,5,2,5
2085,27,6,5,4,9
2086,27,7,5,6,11
2087,27,8,10,2,10
2088,27,9,5,4,8
2089,27,10,9,2,8
2090,27,11,9,4,13
2091,27,12,4,6,8
2092,27,13,5,4,8
2093,27,14,2,2,2
2094,27,15,1,4,0
2095,27,16,9,6,20
2096,27,17,8,6,20
2097,27,18,2,4,3
2098,27,19,10,4,18
2099,27,20,0,6,0
2100,27,21,2,4,3
2101,27,22,3,6,7
2102,27,23,5,4,10
2103,27,24,6,6,12
2104,27,25,10,2,10
2105,27,26,6,4,10
2106,27,27,7,4,10
2107,27,28,0,2,0
2108,27,29,2,6,3
2109,27,30,1,4,1
2110,27,31,10,6,24
2111,27,32,3,6,6
2112,27,33,3,4,5
2113,27,34,7,2,7
2114,27,35,5,2,5
2115,27,36,4,6,10
2116,27,37,5,4,9
2117,27,38,10,6,20
2118,27,39,5,4,8
2119,27,40,2,2,0
2120,27,41,9,4,10
2121,27,42,4,4,5
2122,27,43,9,4,14
2123,27,44,6,2,2
2124,27,45,5,6,10
2125,27,46,6,2,2
2126,27,47,5,6,8
2127,27,48,10,4,20
2128,27,49,3,4,4
2129,27,50,3,2,0
2130,27,51,6,4,8
2131,27,52,0,4,0
2132,27,53,5,2,0
2133,27,54,8,4,10
2134,27,55,7,4,12
2135,27,56,6,6,10
2136,27,57,4,2,0
2137,27,58,10,4,20
2138,27,59,5,4,7
2139,27,60,5,2,0
2140,27,61,10,4,20
2141,27,62,1,6,0
2142,27,63,6,4,8
2143,27,64,4,4,5
2144,27,65,3,4,3
2145,27,66,3,4,4
2146,27,67,6,4,8
2147,27,68,3,2,0
2148,27,69,8,2,6
2149,27,70,5,4,7
2150,27,71,2,4,2
2151,27,72,1,2,0
2152,27,73,0,4,0
2153,27,74,8,4,10
2154,27,75,4,4,6
2155,27,76,8,4,12
2156,27,77,6,2,2
2157,27,78,7,6,14
2158,27,79,5,6,8
2159,27,80,4,2,0
2160,28,1,2,4,0
2161,28,2,0,6,0
2162,28,3,10,2,11
2163,28,4,5,4,7
2164,28,5,4,6,4
2165,28,6,6,4,8
2166,28,7,5,4,8
2167,28,8,8,2,8
2168,28,9,1,4,0
2169,28,10,0,4,0
2170,28,11,1,4,0
2171,28,12,9,4,17
2172,28,13,5,6,7
2173,28,14,5,4,7
2174,28,15,5,2,4
2175,28,16,10,6,22
2176,28,17,6,6,10
2177,28,18,5,6,7
2178,28,19,7,2,7
2179,28,20,5,6,7
2180,28,21,3,6,1
2181,28,22,2,4,0
2182,28,23,5,4,7
2183,28,24,0,4,0
2184,28,25,2,2,0
2185,28,26,3,4,2
2186,28,27,3,4,1
2187,28,28,8,4,16
2188,28,29,4,6,4
2189,28,30,6,4,8
2190,28,31,2,4,0
2191,28,32,5,4,6
2192,28,33,8,4,15
2193,28,34,6,4,8
2194,28,35,4,4,4
2195,28,36,6,2,6
2196,28,37,4,4,3
2197,28,38,5,6,6
2198,28,39,1,6,0
2199,28,40,7,4,11
2200,28,41,8,6,13
2201,28,42,10,6,22
2202,28,43,3,2,0
2203,28,44,4,2,3
2204,28,45,3,2,0
2205,28,46,1,2,0
2206,28,47,6,6,9
2207,28,48,10,4,22
2208,28,49,10,4,22
2209,28,50,9,2,9
2210,28,51,10,4,22
2211,28,52,5,4,6
2212,28,53,2,6,0
2213,28,54,5,4,6
2214,28,55,4,4,3
2215,28,56,3,6,2
2216,28,57,6,2,6
2217,28,58,7,6,12
2218,28,59,8,4,13
2219,28,60,2,2,0
2220,28,61,3,4,1
2221,28,62,5,2,5
2222,28,63,9,6,15
