sub,gamble_number,choice,choice_label,trial,value_A,value_B,prob_A,prob_B,ev_A,ev_B
902,15,1,A,2,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
902,1,1,A,3,"2500, 2400",2400,".33, .66",1,2409,2400
902,12,0,B,4,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
902,10,0,B,5,-6000,-3000,1E-3,2E-3,-6,-6
902,5,0,B,7,6000,3000,0.45,0.9,2700,2700
902,17,0,B,8,-5000,-5,1E-3,1,-5,-5
902,14,NA,NA,9,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
902,8,1,A,10,-4000,-3000,0.2,0.25,-800,-750
902,7,1,A,11,-4000,-3000,0.8,1,-3200,-3000
902,16,0,B,12,5000,5,1E-3,1,5,5
902,11,0,B,13,4000,3000,0.2,0.25,800,750
902,9,1,A,14,-6000,-3000,0.45,0.9,-2700,-2700
902,13,1,A,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
902,6,0,B,16,6000,3000,1E-3,2E-3,6,6
902,2,1,A,17,2500,2400,0.33,0.34,825,816.0000000000001
902,4,0,B,18,4000,3000,0.2,0.25,800,750
903,13,0,B,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
903,14,NA,NA,2,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
903,3,0,B,3,4000,3000,0.8,1,3200,3000
903,9,1,A,4,-6000,-3000,0.45,0.9,-2700,-2700
903,17,0,B,5,-5000,-5,1E-3,1,-5,-5
903,1,0,B,7,"2500, 2400",2400,".33, .66",1,2409,2400
903,15,1,A,8,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
903,10,0,B,9,-6000,-3000,1E-3,2E-3,-6,-6
903,8,1,A,10,-4000,-3000,0.2,0.25,-800,-750
903,11,0,B,11,4000,3000,0.2,0.25,800,750
903,5,0,B,12,6000,3000,0.45,0.9,2700,2700
903,16,0,B,13,5000,5,1E-3,1,5,5
903,2,1,A,14,2500,2400,0.33,0.34,825,816.0000000000001
903,12,0,B,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
903,7,1,A,16,-4000,-3000,0.8,1,-3200,-3000
903,4,0,B,17,4000,3000,0.2,0.25,800,750
903,6,0,B,18,6000,3000,1E-3,2E-3,6,6
904,7,1,A,1,-4000,-3000,0.8,1,-3200,-3000
904,8,0,B,2,-4000,-3000,0.2,0.25,-800,-750
904,13,1,A,3,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
904,2,1,A,4,2500,2400,0.33,0.34,825,816.0000000000001
904,12,0,B,5,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
904,4,1,A,7,4000,3000,0.2,0.25,800,750
904,9,1,A,8,-6000,-3000,0.45,0.9,-2700,-2700
904,3,0,B,9,4000,3000,0.8,1,3200,3000
904,6,1,A,10,6000,3000,1E-3,2E-3,6,6
904,10,0,B,11,-6000,-3000,1E-3,2E-3,-6,-6
904,15,1,A,12,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
904,16,1,A,13,5000,5,1E-3,1,5,5
904,11,0,B,14,4000,3000,0.2,0.25,800,750
904,17,1,A,15,-5000,-5,1E-3,1,-5,-5
904,5,0,B,16,6000,3000,0.45,0.9,2700,2700
904,14,NA,NA,17,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
904,1,1,A,18,"2500, 2400",2400,".33, .66",1,2409,2400
905,17,1,A,1,-5000,-5,1E-3,1,-5,-5
905,2,1,A,2,2500,2400,0.33,0.34,825,816.0000000000001
905,7,1,A,3,-4000,-3000,0.8,1,-3200,-3000
905,5,1,A,4,6000,3000,0.45,0.9,2700,2700
905,14,NA,NA,5,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
905,4,0,B,7,4000,3000,0.2,0.25,800,750
905,9,1,A,8,-6000,-3000,0.45,0.9,-2700,-2700
905,6,1,A,9,6000,3000,1E-3,2E-3,6,6
905,8,1,A,10,-4000,-3000,0.2,0.25,-800,-750
905,13,1,A,11,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
905,16,1,A,12,5000,5,1E-3,1,5,5
905,1,0,B,13,"2500, 2400",2400,".33, .66",1,2409,2400
905,11,0,B,14,4000,3000,0.2,0.25,800,750
905,10,0,B,15,-6000,-3000,1E-3,2E-3,-6,-6
905,3,0,B,16,4000,3000,0.8,1,3200,3000
905,15,NA,NA,17,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
905,12,1,A,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
906,10,1,A,1,-6000,-3000,1E-3,2E-3,-6,-6
906,5,0,B,2,6000,3000,0.45,0.9,2700,2700
906,1,0,B,3,"2500, 2400",2400,".33, .66",1,2409,2400
906,15,1,A,4,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
906,3,0,B,5,4000,3000,0.8,1,3200,3000
906,16,1,A,7,5000,5,1E-3,1,5,5
906,7,0,B,8,-4000,-3000,0.8,1,-3200,-3000
906,9,0,B,9,-6000,-3000,0.45,0.9,-2700,-2700
906,6,0,B,10,6000,3000,1E-3,2E-3,6,6
906,11,0,B,11,4000,3000,0.2,0.25,800,750
906,17,1,A,12,-5000,-5,1E-3,1,-5,-5
906,8,1,A,13,-4000,-3000,0.2,0.25,-800,-750
906,14,NA,NA,14,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
906,2,0,B,15,2500,2400,0.33,0.34,825,816.0000000000001
906,4,0,B,16,4000,3000,0.2,0.25,800,750
906,12,0,B,17,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
906,13,0,B,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
907,15,NA,NA,1,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
907,12,1,A,2,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
907,10,0,B,3,-6000,-3000,1E-3,2E-3,-6,-6
907,6,0,B,4,6000,3000,1E-3,2E-3,6,6
907,1,0,B,5,"2500, 2400",2400,".33, .66",1,2409,2400
907,17,0,B,7,-5000,-5,1E-3,1,-5,-5
907,3,0,B,8,4000,3000,0.8,1,3200,3000
907,14,NA,NA,9,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
907,2,1,A,10,2500,2400,0.33,0.34,825,816.0000000000001
907,4,1,A,11,4000,3000,0.2,0.25,800,750
907,16,1,A,12,5000,5,1E-3,1,5,5
907,8,0,B,13,-4000,-3000,0.2,0.25,-800,-750
907,13,0,B,14,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
907,11,0,B,15,4000,3000,0.2,0.25,800,750
907,9,0,B,16,-6000,-3000,0.45,0.9,-2700,-2700
907,5,0,B,17,6000,3000,0.45,0.9,2700,2700
907,7,0,B,18,-4000,-3000,0.8,1,-3200,-3000
908,6,0,B,1,6000,3000,1E-3,2E-3,6,6
908,3,1,A,2,4000,3000,0.8,1,3200,3000
908,10,1,A,3,-6000,-3000,1E-3,2E-3,-6,-6
908,5,0,B,4,6000,3000,0.45,0.9,2700,2700
908,9,0,B,5,-6000,-3000,0.45,0.9,-2700,-2700
908,2,1,A,7,2500,2400,0.33,0.34,825,816.0000000000001
908,13,0,B,8,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
908,11,1,A,9,4000,3000,0.2,0.25,800,750
908,17,0,B,10,-5000,-5,1E-3,1,-5,-5
908,7,0,B,11,-4000,-3000,0.8,1,-3200,-3000
908,1,1,A,12,"2500, 2400",2400,".33, .66",1,2409,2400
908,15,1,A,13,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
908,16,0,B,14,5000,5,1E-3,1,5,5
908,8,0,B,15,-4000,-3000,0.2,0.25,-800,-750
908,4,1,A,16,4000,3000,0.2,0.25,800,750
908,12,0,B,17,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
908,14,NA,NA,18,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
909,14,NA,NA,1,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
909,4,1,A,2,4000,3000,0.2,0.25,800,750
909,9,1,A,3,-6000,-3000,0.45,0.9,-2700,-2700
909,13,1,A,4,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
909,5,0,B,5,6000,3000,0.45,0.9,2700,2700
909,2,1,A,7,2500,2400,0.33,0.34,825,816.0000000000001
909,15,NA,NA,8,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
909,17,0,B,9,-5000,-5,1E-3,1,-5,-5
909,7,0,B,10,-4000,-3000,0.8,1,-3200,-3000
909,10,1,A,11,-6000,-3000,1E-3,2E-3,-6,-6
909,3,0,B,12,4000,3000,0.8,1,3200,3000
909,1,1,A,13,"2500, 2400",2400,".33, .66",1,2409,2400
909,8,0,B,14,-4000,-3000,0.2,0.25,-800,-750
909,11,0,B,15,4000,3000,0.2,0.25,800,750
909,16,0,B,16,5000,5,1E-3,1,5,5
909,6,0,B,17,6000,3000,1E-3,2E-3,6,6
909,12,1,A,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
910,6,1,A,1,6000,3000,1E-3,2E-3,6,6
910,3,0,B,2,4000,3000,0.8,1,3200,3000
910,12,0,B,3,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
910,1,0,B,4,"2500, 2400",2400,".33, .66",1,2409,2400
910,2,1,A,5,2500,2400,0.33,0.34,825,816.0000000000001
910,9,1,A,7,-6000,-3000,0.45,0.9,-2700,-2700
910,4,0,B,8,4000,3000,0.2,0.25,800,750
910,8,1,A,9,-4000,-3000,0.2,0.25,-800,-750
910,17,1,A,10,-5000,-5,1E-3,1,-5,-5
910,10,1,A,11,-6000,-3000,1E-3,2E-3,-6,-6
910,11,0,B,12,4000,3000,0.2,0.25,800,750
910,16,1,A,13,5000,5,1E-3,1,5,5
910,14,NA,NA,14,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
910,5,0,B,15,6000,3000,0.45,0.9,2700,2700
910,15,1,A,16,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
910,7,1,A,17,-4000,-3000,0.8,1,-3200,-3000
910,13,0,B,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
911,8,0,B,1,-4000,-3000,0.2,0.25,-800,-750
911,10,0,B,2,-6000,-3000,1E-3,2E-3,-6,-6
911,4,0,B,3,4000,3000,0.2,0.25,800,750
911,15,NA,NA,4,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
911,11,0,B,5,4000,3000,0.2,0.25,800,750
911,13,0,B,7,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
911,3,0,B,8,4000,3000,0.8,1,3200,3000
911,17,0,B,9,-5000,-5,1E-3,1,-5,-5
911,14,NA,NA,10,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
911,9,0,B,11,-6000,-3000,0.45,0.9,-2700,-2700
911,16,1,A,12,5000,5,1E-3,1,5,5
911,7,0,B,13,-4000,-3000,0.8,1,-3200,-3000
911,1,1,A,14,"2500, 2400",2400,".33, .66",1,2409,2400
911,5,0,B,15,6000,3000,0.45,0.9,2700,2700
911,6,1,A,16,6000,3000,1E-3,2E-3,6,6
911,12,0,B,17,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
911,2,1,A,18,2500,2400,0.33,0.34,825,816.0000000000001
912,16,0,B,1,5000,5,1E-3,1,5,5
912,10,0,B,2,-6000,-3000,1E-3,2E-3,-6,-6
912,1,0,B,3,"2500, 2400",2400,".33, .66",1,2409,2400
912,8,0,B,4,-4000,-3000,0.2,0.25,-800,-750
912,15,1,A,5,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
912,4,0,B,7,4000,3000,0.2,0.25,800,750
912,17,0,B,8,-5000,-5,1E-3,1,-5,-5
912,11,0,B,9,4000,3000,0.2,0.25,800,750
912,5,1,A,10,6000,3000,0.45,0.9,2700,2700
912,6,1,A,11,6000,3000,1E-3,2E-3,6,6
912,9,1,A,12,-6000,-3000,0.45,0.9,-2700,-2700
912,7,1,A,13,-4000,-3000,0.8,1,-3200,-3000
912,14,NA,NA,14,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
912,12,0,B,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
912,3,0,B,16,4000,3000,0.8,1,3200,3000
912,13,1,A,17,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
912,2,1,A,18,2500,2400,0.33,0.34,825,816.0000000000001
913,13,0,B,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
913,7,0,B,2,-4000,-3000,0.8,1,-3200,-3000
913,6,0,B,3,6000,3000,1E-3,2E-3,6,6
913,5,0,B,4,6000,3000,0.45,0.9,2700,2700
913,8,1,A,5,-4000,-3000,0.2,0.25,-800,-750
913,14,0,B,7,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
913,2,0,B,8,2500,2400,0.33,0.34,825,816.0000000000001
913,11,0,B,9,4000,3000,0.2,0.25,800,750
913,16,0,B,10,5000,5,1E-3,1,5,5
913,12,0,B,11,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
913,3,0,B,12,4000,3000,0.8,1,3200,3000
913,1,1,A,13,"2500, 2400",2400,".33, .66",1,2409,2400
913,15,0,B,14,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
913,10,1,A,15,-6000,-3000,1E-3,2E-3,-6,-6
913,4,0,B,16,4000,3000,0.2,0.25,800,750
913,9,1,A,17,-6000,-3000,0.45,0.9,-2700,-2700
913,17,1,A,18,-5000,-5,1E-3,1,-5,-5
914,5,1,A,1,6000,3000,0.45,0.9,2700,2700
914,16,0,B,2,5000,5,1E-3,1,5,5
914,2,1,A,3,2500,2400,0.33,0.34,825,816.0000000000001
914,14,0,B,4,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
914,3,0,B,5,4000,3000,0.8,1,3200,3000
914,8,1,A,7,-4000,-3000,0.2,0.25,-800,-750
914,9,1,A,8,-6000,-3000,0.45,0.9,-2700,-2700
914,7,1,A,9,-4000,-3000,0.8,1,-3200,-3000
914,1,0,B,10,"2500, 2400",2400,".33, .66",1,2409,2400
914,4,0,B,11,4000,3000,0.2,0.25,800,750
914,13,0,B,12,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
914,12,0,B,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
914,11,0,B,14,4000,3000,0.2,0.25,800,750
914,6,0,B,15,6000,3000,1E-3,2E-3,6,6
914,15,1,A,16,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
914,17,0,B,17,-5000,-5,1E-3,1,-5,-5
914,10,1,A,18,-6000,-3000,1E-3,2E-3,-6,-6
915,12,0,B,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
915,9,1,A,2,-6000,-3000,0.45,0.9,-2700,-2700
915,16,1,A,3,5000,5,1E-3,1,5,5
915,8,0,B,4,-4000,-3000,0.2,0.25,-800,-750
915,3,0,B,5,4000,3000,0.8,1,3200,3000
915,14,0,B,7,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
915,2,0,B,8,2500,2400,0.33,0.34,825,816.0000000000001
915,4,0,B,9,4000,3000,0.2,0.25,800,750
915,7,1,A,10,-4000,-3000,0.8,1,-3200,-3000
915,1,0,B,11,"2500, 2400",2400,".33, .66",1,2409,2400
915,13,1,A,12,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
915,17,1,A,13,-5000,-5,1E-3,1,-5,-5
915,15,1,A,14,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
915,11,0,B,15,4000,3000,0.2,0.25,800,750
915,6,0,B,16,6000,3000,1E-3,2E-3,6,6
915,10,1,A,17,-6000,-3000,1E-3,2E-3,-6,-6
915,5,0,B,18,6000,3000,0.45,0.9,2700,2700
916,3,0,B,1,4000,3000,0.8,1,3200,3000
916,17,0,B,2,-5000,-5,1E-3,1,-5,-5
916,12,0,B,3,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
916,4,0,B,4,4000,3000,0.2,0.25,800,750
916,8,0,B,5,-4000,-3000,0.2,0.25,-800,-750
916,11,0,B,7,4000,3000,0.2,0.25,800,750
916,5,0,B,8,6000,3000,0.45,0.9,2700,2700
916,2,1,A,9,2500,2400,0.33,0.34,825,816.0000000000001
916,15,0,B,10,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
916,10,0,B,11,-6000,-3000,1E-3,2E-3,-6,-6
916,9,1,A,12,-6000,-3000,0.45,0.9,-2700,-2700
916,16,1,A,13,5000,5,1E-3,1,5,5
916,1,0,B,14,"2500, 2400",2400,".33, .66",1,2409,2400
916,13,0,B,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
916,14,0,B,16,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
916,7,1,A,17,-4000,-3000,0.8,1,-3200,-3000
916,6,1,A,18,6000,3000,1E-3,2E-3,6,6
917,11,0,B,1,4000,3000,0.2,0.25,800,750
917,10,1,A,2,-6000,-3000,1E-3,2E-3,-6,-6
917,9,1,A,3,-6000,-3000,0.45,0.9,-2700,-2700
917,12,1,A,4,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
917,1,1,A,5,"2500, 2400",2400,".33, .66",1,2409,2400
917,14,0,B,7,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
917,8,0,B,8,-4000,-3000,0.2,0.25,-800,-750
917,17,0,B,9,-5000,-5,1E-3,1,-5,-5
917,13,1,A,10,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
917,7,1,A,11,-4000,-3000,0.8,1,-3200,-3000
917,3,0,B,12,4000,3000,0.8,1,3200,3000
917,16,1,A,13,5000,5,1E-3,1,5,5
917,5,0,B,14,6000,3000,0.45,0.9,2700,2700
917,15,0,B,15,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
917,4,0,B,16,4000,3000,0.2,0.25,800,750
917,2,1,A,17,2500,2400,0.33,0.34,825,816.0000000000001
917,6,0,B,18,6000,3000,1E-3,2E-3,6,6
918,17,0,B,1,-5000,-5,1E-3,1,-5,-5
918,2,1,A,2,2500,2400,0.33,0.34,825,816.0000000000001
918,7,1,A,3,-4000,-3000,0.8,1,-3200,-3000
918,10,1,A,4,-6000,-3000,1E-3,2E-3,-6,-6
918,1,1,A,5,"2500, 2400",2400,".33, .66",1,2409,2400
918,5,0,B,7,6000,3000,0.45,0.9,2700,2700
918,9,1,A,8,-6000,-3000,0.45,0.9,-2700,-2700
918,14,1,A,9,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
918,3,0,B,10,4000,3000,0.8,1,3200,3000
918,11,0,B,11,4000,3000,0.2,0.25,800,750
918,16,0,B,12,5000,5,1E-3,1,5,5
918,4,0,B,13,4000,3000,0.2,0.25,800,750
918,12,0,B,14,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
918,15,1,A,15,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
918,6,1,A,16,6000,3000,1E-3,2E-3,6,6
918,13,0,B,17,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
918,8,1,A,18,-4000,-3000,0.2,0.25,-800,-750
919,4,0,B,1,4000,3000,0.2,0.25,800,750
919,2,0,B,2,2500,2400,0.33,0.34,825,816.0000000000001
919,7,1,A,3,-4000,-3000,0.8,1,-3200,-3000
919,5,0,B,4,6000,3000,0.45,0.9,2700,2700
919,16,0,B,5,5000,5,1E-3,1,5,5
919,9,1,A,7,-6000,-3000,0.45,0.9,-2700,-2700
919,3,0,B,8,4000,3000,0.8,1,3200,3000
919,8,1,A,9,-4000,-3000,0.2,0.25,-800,-750
919,17,0,B,10,-5000,-5,1E-3,1,-5,-5
919,6,1,A,11,6000,3000,1E-3,2E-3,6,6
919,12,0,B,12,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
919,15,0,B,13,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
919,1,0,B,14,"2500, 2400",2400,".33, .66",1,2409,2400
919,10,1,A,15,-6000,-3000,1E-3,2E-3,-6,-6
919,13,1,A,16,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
919,11,0,B,17,4000,3000,0.2,0.25,800,750
919,14,0,B,18,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
920,2,1,A,1,2500,2400,0.33,0.34,825,816.0000000000001
920,4,1,A,2,4000,3000,0.2,0.25,800,750
920,8,1,A,3,-4000,-3000,0.2,0.25,-800,-750
920,6,1,A,4,6000,3000,1E-3,2E-3,6,6
920,7,1,A,5,-4000,-3000,0.8,1,-3200,-3000
920,1,1,A,7,"2500, 2400",2400,".33, .66",1,2409,2400
920,16,1,A,8,5000,5,1E-3,1,5,5
920,14,0,B,9,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
920,11,0,B,10,4000,3000,0.2,0.25,800,750
920,3,1,A,11,4000,3000,0.8,1,3200,3000
920,5,0,B,12,6000,3000,0.45,0.9,2700,2700
920,13,1,A,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
920,9,1,A,14,-6000,-3000,0.45,0.9,-2700,-2700
920,10,0,B,15,-6000,-3000,1E-3,2E-3,-6,-6
920,15,0,B,16,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
920,17,0,B,17,-5000,-5,1E-3,1,-5,-5
920,12,1,A,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
921,14,0,B,1,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
921,13,1,A,2,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
921,15,0,B,3,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
921,12,0,B,4,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
921,16,1,A,5,5000,5,1E-3,1,5,5
921,2,1,A,7,2500,2400,0.33,0.34,825,816.0000000000001
921,11,1,A,8,4000,3000,0.2,0.25,800,750
921,9,1,A,9,-6000,-3000,0.45,0.9,-2700,-2700
921,4,1,A,10,4000,3000,0.2,0.25,800,750
921,1,1,A,11,"2500, 2400",2400,".33, .66",1,2409,2400
921,10,1,A,12,-6000,-3000,1E-3,2E-3,-6,-6
921,6,0,B,13,6000,3000,1E-3,2E-3,6,6
921,3,0,B,14,4000,3000,0.8,1,3200,3000
921,17,1,A,15,-5000,-5,1E-3,1,-5,-5
921,5,0,B,16,6000,3000,0.45,0.9,2700,2700
921,8,1,A,17,-4000,-3000,0.2,0.25,-800,-750
921,7,0,B,18,-4000,-3000,0.8,1,-3200,-3000
922,15,1,A,1,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
922,17,0,B,2,-5000,-5,1E-3,1,-5,-5
922,10,1,A,3,-6000,-3000,1E-3,2E-3,-6,-6
922,9,1,A,4,-6000,-3000,0.45,0.9,-2700,-2700
922,13,0,B,5,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
922,11,0,B,7,4000,3000,0.2,0.25,800,750
922,3,0,B,8,4000,3000,0.8,1,3200,3000
922,1,1,A,9,"2500, 2400",2400,".33, .66",1,2409,2400
922,4,1,A,10,4000,3000,0.2,0.25,800,750
922,14,0,B,11,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
922,6,1,A,12,6000,3000,1E-3,2E-3,6,6
922,7,0,B,13,-4000,-3000,0.8,1,-3200,-3000
922,12,0,B,14,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
922,2,0,B,15,2500,2400,0.33,0.34,825,816.0000000000001
922,16,1,A,16,5000,5,1E-3,1,5,5
922,5,0,B,17,6000,3000,0.45,0.9,2700,2700
922,8,1,A,18,-4000,-3000,0.2,0.25,-800,-750
923,16,0,B,1,5000,5,1E-3,1,5,5
923,8,0,B,2,-4000,-3000,0.2,0.25,-800,-750
923,13,0,B,3,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
923,3,0,B,4,4000,3000,0.8,1,3200,3000
923,1,0,B,5,"2500, 2400",2400,".33, .66",1,2409,2400
923,2,1,A,7,2500,2400,0.33,0.34,825,816.0000000000001
923,11,0,B,8,4000,3000,0.2,0.25,800,750
923,6,1,A,9,6000,3000,1E-3,2E-3,6,6
923,10,1,A,10,-6000,-3000,1E-3,2E-3,-6,-6
923,4,1,A,11,4000,3000,0.2,0.25,800,750
923,17,0,B,12,-5000,-5,1E-3,1,-5,-5
923,5,0,B,13,6000,3000,0.45,0.9,2700,2700
923,9,0,B,14,-6000,-3000,0.45,0.9,-2700,-2700
923,15,0,B,15,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
923,12,0,B,16,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
923,14,0,B,17,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
923,7,1,A,18,-4000,-3000,0.8,1,-3200,-3000
924,10,0,B,1,-6000,-3000,1E-3,2E-3,-6,-6
924,16,0,B,2,5000,5,1E-3,1,5,5
924,5,0,B,3,6000,3000,0.45,0.9,2700,2700
924,12,0,B,4,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
924,6,0,B,5,6000,3000,1E-3,2E-3,6,6
924,15,0,B,7,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
924,7,1,A,8,-4000,-3000,0.8,1,-3200,-3000
924,9,1,A,9,-6000,-3000,0.45,0.9,-2700,-2700
924,3,0,B,10,4000,3000,0.8,1,3200,3000
924,2,1,A,11,2500,2400,0.33,0.34,825,816.0000000000001
924,11,0,B,12,4000,3000,0.2,0.25,800,750
924,17,1,A,13,-5000,-5,1E-3,1,-5,-5
924,4,0,B,14,4000,3000,0.2,0.25,800,750
924,13,0,B,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
924,1,0,B,16,"2500, 2400",2400,".33, .66",1,2409,2400
924,8,0,B,17,-4000,-3000,0.2,0.25,-800,-750
924,14,0,B,18,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
925,14,1,A,1,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
925,16,1,A,2,5000,5,1E-3,1,5,5
925,11,0,B,3,4000,3000,0.2,0.25,800,750
925,13,0,B,4,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
925,12,1,A,5,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
925,17,1,A,7,-5000,-5,1E-3,1,-5,-5
925,2,1,A,8,2500,2400,0.33,0.34,825,816.0000000000001
925,1,1,A,9,"2500, 2400",2400,".33, .66",1,2409,2400
925,6,1,A,10,6000,3000,1E-3,2E-3,6,6
925,9,1,A,11,-6000,-3000,0.45,0.9,-2700,-2700
925,15,1,A,12,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
925,3,0,B,13,4000,3000,0.8,1,3200,3000
925,4,1,A,14,4000,3000,0.2,0.25,800,750
925,10,1,A,15,-6000,-3000,1E-3,2E-3,-6,-6
925,7,1,A,16,-4000,-3000,0.8,1,-3200,-3000
925,8,0,B,17,-4000,-3000,0.2,0.25,-800,-750
925,5,1,A,18,6000,3000,0.45,0.9,2700,2700
926,15,1,A,1,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
926,14,0,B,2,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
926,12,1,A,3,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
926,16,1,A,4,5000,5,1E-3,1,5,5
926,4,0,B,5,4000,3000,0.2,0.25,800,750
926,17,1,A,7,-5000,-5,1E-3,1,-5,-5
926,11,0,B,8,4000,3000,0.2,0.25,800,750
926,7,1,A,9,-4000,-3000,0.8,1,-3200,-3000
926,5,0,B,10,6000,3000,0.45,0.9,2700,2700
926,2,1,A,11,2500,2400,0.33,0.34,825,816.0000000000001
926,8,1,A,12,-4000,-3000,0.2,0.25,-800,-750
